,Game,Date,Time,Network,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 10, 2017",8:00 pm/est,,REG,@,Tulane,AAC,L,96,102,,0,1,L 1,Devlin Fieldhouse
1,2,"Mon, Nov 13, 2017",7:00 pm/est,,REG,@,Fordham,A-10,L,68,81,,0,2,L 2,Rose Hill Gym
2,3,"Wed, Nov 15, 2017",7:00 pm/est,,REG,,New Rochelle,,W,104,68,,1,2,W 1,Steinberg Wellness Center
3,4,"Fri, Nov 17, 2017",8:30 pm/est,,REG,N,Miami (OH),MAC,L,74,78,,1,3,L 1,Montego Bay Convention Centre
4,5,"Sat, Nov 18, 2017",6:00 pm/est,,REG,N,Hartford,AEC,W,86,84,,2,3,W 1,Montego Bay Convention Centre
5,6,"Wed, Nov 22, 2017",3:00 pm/est,,REG,@,Massachusetts-Lowell,AEC,L,66,74,,2,4,L 1,Costello Athletic Center
6,7,"Sat, Nov 25, 2017",1:00 pm/est,,REG,@,Brown,Ivy,L,86,94,,2,5,L 2,Pizzitola Sports Center
7,8,"Tue, Nov 28, 2017",7:00 pm/est,,REG,@,NJIT,A-Sun,L,69,73,,2,6,L 3,NJIT Wellness and Events Center
8,9,"Thu, Nov 30, 2017",7:00 pm/est,,REG,,Hartford,AEC,W,79,78,,3,6,W 1,Steinberg Wellness Center
9,10,"Mon, Dec 4, 2017",7:00 pm/est,,REG,,Stony Brook,AEC,W,75,71,,4,6,W 2,Steinberg Wellness Center
10,11,"Sun, Dec 10, 2017",3:30 pm/est,,REG,,Fairfield,MAAC,L,72,76,,4,7,L 1,Barclays Center
11,12,"Sun, Dec 17, 2017",12:00 pm/est,,REG,,Saint Peter's,MAAC,L,56,71,,4,8,L 2,Steinberg Wellness Center
12,13,"Fri, Dec 22, 2017",7:00 pm/est,,REG,@,Binghamton,AEC,W,74,66,,5,8,W 1,Binghamton University Events Center
13,14,"Fri, Dec 29, 2017",4:30 pm/est,,REG,,Fairleigh Dickinson,NEC,L,71,82,,5,9,L 1,Steinberg Wellness Center
14,15,"Sun, Dec 31, 2017",2:00 pm/est,,REG,,Mount St. Mary's,NEC,W,71,57,,6,9,W 1,Steinberg Wellness Center
15,16,"Thu, Jan 4, 2018",7:00 pm/est,,REG,@,Saint Francis (PA),NEC,L,68,85,,6,10,L 1,DeGol Arena
16,17,"Sat, Jan 6, 2018",4:00 pm/est,,REG,@,Robert Morris,NEC,L,79,88,,6,11,L 2,CONSOL Enegery Center
17,18,"Thu, Jan 11, 2018",7:00 pm/est,,REG,@,Fairleigh Dickinson,NEC,W,90,85,,7,11,W 1,Rothman Center
18,19,"Sat, Jan 13, 2018",4:30 pm/est,,REG,,Wagner,NEC,W,69,67,,8,11,W 2,Steinberg Wellness Center
19,20,"Thu, Jan 18, 2018",7:00 pm/est,,REG,,Bryant,NEC,W,83,79,,9,11,W 3,Steinberg Wellness Center
20,21,"Sat, Jan 20, 2018",3:30 pm/est,,REG,@,Central Connecticut State,NEC,L,63,72,,9,12,L 1,Detrick Gymnasium
21,22,"Thu, Jan 25, 2018",9:00 pm/est,,REG,@,Mount St. Mary's,NEC,L,80,86,,9,13,L 2,Knott Arena
22,23,"Sat, Jan 27, 2018",4:30 pm/est,,REG,,Central Connecticut State,NEC,W,94,89,OT,10,13,W 1,Steinberg Wellness Center
23,24,"Thu, Feb 1, 2018",9:00 pm/est,,REG,@,Sacred Heart,NEC,W,69,60,,11,13,W 2,William H. Pitt Center
24,25,"Sat, Feb 3, 2018",4:00 pm/est,,REG,@,Bryant,NEC,W,84,71,,12,13,W 3,Chace Athletic Center 
25,26,"Thu, Feb 8, 2018",7:00 pm/est,,REG,,Saint Francis (PA),NEC,W,83,67,,13,13,W 4,Steinberg Wellness Center
26,27,"Sat, Feb 10, 2018",4:30 pm/est,,REG,,Robert Morris,NEC,L,82,96,,13,14,L 1,Steinberg Wellness Center
27,28,"Thu, Feb 15, 2018",7:00 pm/est,,REG,@,St. Francis (NY),NEC,L,79,84,,13,15,L 2,Pope Physical Education Center
28,29,"Sat, Feb 17, 2018",4:00 pm/est,,REG,@,Wagner,NEC,L,74,78,,13,16,L 3,Spiro Sports Center
29,30,"Thu, Feb 22, 2018",8:00 pm/est,,REG,,St. Francis (NY),NEC,W,81,76,,14,16,W 1,Steinberg Wellness Center
30,31,"Sat, Feb 24, 2018",2:00 pm/est,,REG,,Sacred Heart,NEC,W,88,77,,15,16,W 2,Steinberg Wellness Center
31,32,"Wed, Feb 28, 2018",7:00 pm/est,,CTOURN,,St. Francis (NY),NEC,W,73,50,,16,16,W 3,Steinberg Wellness Center
32,33,"Sat, Mar 3, 2018",12:00 pm/est,,CTOURN,,Fairleigh Dickinson,NEC,W,78,77,,17,16,W 4,Steinberg Wellness Center
33,34,"Tue, Mar 6, 2018",7:00 pm/est,,CTOURN,@,Wagner,NEC,W,71,61,,18,16,W 5,Spiro Sports Center
34,35,"Tue, Mar 13, 2018",6:40 pm/est,,NCAA,N,Radford,Big South,L,61,71,,18,17,L 1,University of Dayton Arena
