,Game,Date,Time,Network,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 10, 2017",7:00 pm/est,,REG,,Western Carolina,Southern,W,85,57,,1,0,W 1,Littlejohn Coliseum
1,2,"Sun, Nov 12, 2017",2:00 pm/est,,REG,,North Carolina A&T,MEAC,W,87,63,,2,0,W 2,Littlejohn Coliseum
2,3,"Thu, Nov 16, 2017",5:00 pm/est,,REG,N,Ohio,MAC,W,81,76,,3,0,W 3,TD Arena
3,4,"Fri, Nov 17, 2017",9:30 pm/est,,REG,N,Hofstra,CAA,W,78,59,,4,0,W 4,TD Arena
4,5,"Sun, Nov 19, 2017",9:30 pm/est,,REG,N,Temple,AAC,L,60,67,,4,1,L 1,TD Arena
5,6,"Fri, Nov 24, 2017",3:00 pm/est,,REG,,Texas Southern,SWAC,W,84,77,,5,1,W 1,Littlejohn Coliseum
6,7,"Wed, Nov 29, 2017",7:15 pm/est,,REG,@,Ohio State,Big Ten,W,79,65,,6,1,W 2,Value City Arena
7,8,"Sun, Dec 3, 2017",3:00 pm/est,,REG,,North Carolina-Asheville,Big South,W,83,52,,7,1,W 3,Littlejohn Coliseum
8,9,"Sat, Dec 9, 2017",3:00 pm/est,,REG,,Samford,Southern,W,81,59,,8,1,W 4,Littlejohn Coliseum
9,10,"Sat, Dec 16, 2017",4:30 pm/est,,REG,N,Florida (22),SEC,W,71,69,,9,1,W 5,BB&T; Center
10,11,"Tue, Dec 19, 2017",7:00 pm/est,,REG,,South Carolina,SEC,W,64,48,,10,1,W 6,Littlejohn Coliseum
11,12,"Fri, Dec 22, 2017",3:00 pm/est,,REG,,Louisiana,Sun Belt,W,89,60,,11,1,W 7,Littlejohn Coliseum
12,13,"Sat, Dec 30, 2017",4:00 pm/est,,REG,,North Carolina State,ACC,W,78,62,,12,1,W 8,Littlejohn Coliseum
13,14,"Wed, Jan 3, 2018",7:00 pm/est,,REG,@,Boston College,ACC,W,74,70,,13,1,W 9,Silvio O. Conte Forum
14,15,"Sat, Jan 6, 2018",12:00 pm/est,,REG,,Louisville,ACC,W,74,69,OT,14,1,W 10,Littlejohn Coliseum
15,16,"Thu, Jan 11, 2018",9:00 pm/est,,REG,@,North Carolina State,ACC,L,77,78,,14,2,L 1,PNC Arena
16,17,"Sat, Jan 13, 2018",3:00 pm/est,,REG,,Miami (FL) (18),ACC,W,72,63,,15,2,W 1,Littlejohn Coliseum
17,18,"Tue, Jan 16, 2018",7:00 pm/est,,REG,@,North Carolina (15),ACC,L,79,87,,15,3,L 1,Dean Smith Center
18,19,"Sat, Jan 20, 2018",4:00 pm/est,,REG,,Notre Dame,ACC,W,67,58,,16,3,W 1,Littlejohn Coliseum
19,20,"Tue, Jan 23, 2018",7:00 pm/est,,REG,@,Virginia (2),ACC,L,36,61,,16,4,L 1,John Paul Jones Arena
20,21,"Sun, Jan 28, 2018",6:00 pm/est,,REG,@,Georgia Tech,ACC,W,72,70,,17,4,W 1,McCamish Pavilion
21,22,"Tue, Jan 30, 2018",7:00 pm/est,,REG,,North Carolina (19),ACC,W,82,78,,18,4,W 2,Littlejohn Coliseum
22,23,"Sat, Feb 3, 2018",2:00 pm/est,,REG,@,Wake Forest,ACC,W,75,67,,19,4,W 3,Lawrence Joel Coliseum
23,24,"Thu, Feb 8, 2018",7:00 pm/est,,REG,,Pittsburgh,ACC,W,72,48,,20,4,W 4,Littlejohn Coliseum
24,25,"Wed, Feb 14, 2018",7:00 pm/est,,REG,@,Florida State,ACC,L,79,81,OT,20,5,L 1,Donald L. Tucker Center
25,26,"Sun, Feb 18, 2018",1:00 pm/est,,REG,,Duke (12),ACC,L,57,66,,20,6,L 2,Littlejohn Coliseum
26,27,"Wed, Feb 21, 2018",7:00 pm/est,,REG,@,Virginia Tech,ACC,L,58,65,,20,7,L 3,Cassell Coliseum
27,28,"Sat, Feb 24, 2018",3:00 pm/est,,REG,,Georgia Tech,ACC,W,75,67,,21,7,W 1,Littlejohn Coliseum
28,29,"Wed, Feb 28, 2018",9:00 pm/est,,REG,,Florida State,ACC,W,76,63,,22,7,W 2,Littlejohn Coliseum
29,30,"Sat, Mar 3, 2018",2:00 pm/est,,REG,@,Syracuse,ACC,L,52,55,,22,8,L 1,Carrier Dome
30,31,"Thu, Mar 8, 2018",2:00 pm/est,,CTOURN,N,Boston College,ACC,W,90,82,,23,8,W 1,Barclays Center
31,32,"Fri, Mar 9, 2018",7:00 pm/est,,CTOURN,N,Virginia (1),ACC,L,58,64,,23,9,L 1,Barclays Center
32,33,"Fri, Mar 16, 2018",9:57 pm/est,,NCAA,N,New Mexico State,WAC,,,,,,,,
