,Game,Date,Time,Network,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 10, 2017",7:00 pm/est,,REG,,Siena,MAAC,W,68,60,OT,1,0,W 1,TD Arena
1,2,"Mon, Nov 13, 2017",9:00 pm/est,,REG,@,Wichita State (6),AAC,L,63,81,,1,1,L 1,Charles Koch Arena
2,3,"Sat, Nov 18, 2017",7:00 pm/est,,REG,@,Charlotte,CUSA,W,81,72,,2,1,W 1,Dale F. Halton Arena
3,4,"Wed, Nov 22, 2017",4:00 pm/est,,REG,N,Cal Poly,Big West,L,68,73,,2,2,L 1,Alaska Airlines Center
4,5,"Thu, Nov 23, 2017",9:30 pm/est,,REG,N,Sam Houston State,Southland,W,59,49,,3,2,W 1,Alaska Airlines Arena
5,6,"Sat, Nov 25, 2017",6:30 pm/est,,REG,N,Alaska-Anchorage,,W,55,46,,4,2,W 2,Alaska Airlines Arena
6,7,"Thu, Nov 30, 2017",7:00 pm/est,,REG,,Western Carolina,Southern,W,69,60,,5,2,W 3,TD Arena
7,8,"Mon, Dec 4, 2017",7:00 pm/est,,REG,,High Point,Big South,W,70,58,,6,2,W 4,TD Arena
8,9,"Sun, Dec 10, 2017",2:00 pm/est,,REG,,North Greenville,,W,92,60,,7,2,W 5,TD Arena
9,10,"Sat, Dec 16, 2017",4:00 pm/est,,REG,@,Rhode Island,A-10,L,62,68,,7,3,L 1,
10,11,"Tue, Dec 19, 2017",7:00 pm/est,,REG,,South Carolina State,MEAC,W,80,64,,8,3,W 1,TD Arena
11,12,"Fri, Dec 22, 2017",7:00 pm/est,,REG,@,Coastal Carolina,Sun Belt,W,67,65,,9,3,W 2,The HTC Center
12,13,"Sat, Dec 30, 2017",4:00 pm/est,,REG,,Towson,CAA,W,73,62,,10,3,W 3,TD Arena
13,14,"Tue, Jan 2, 2018",7:00 pm/est,,REG,,Delaware,CAA,W,93,78,,11,3,W 4,TD Arena
14,15,"Fri, Jan 5, 2018",7:00 pm/est,,REG,@,Drexel,CAA,L,82,87,OT,11,4,L 1,Daskalakis Athletic Center
15,16,"Sun, Jan 7, 2018",2:00 pm/est,,REG,@,Towson,CAA,L,62,73,,11,5,L 2,SECU Arena
16,17,"Thu, Jan 11, 2018",7:00 pm/est,,REG,,Northeastern,CAA,W,82,66,,12,5,W 1,TD Arena
17,18,"Sat, Jan 13, 2018",7:00 pm/est,,REG,@,Elon,CAA,L,58,63,,12,6,L 1,Alumni Gym
18,19,"Thu, Jan 18, 2018",7:00 pm/est,,REG,,North Carolina-Wilmington,CAA,W,80,76,,13,6,W 1,TD Arena
19,20,"Sat, Jan 20, 2018",4:00 pm/est,,REG,,Hofstra,CAA,W,76,70,,14,6,W 2,TD Arena
20,21,"Thu, Jan 25, 2018",7:00 pm/est,,REG,@,Delaware,CAA,W,62,54,,15,6,W 3,Bob Carpenter Center
21,22,"Sat, Jan 27, 2018",3:00 pm/est,,REG,,James Madison,CAA,W,66,59,,16,6,W 4,TD Arena
22,23,"Thu, Feb 1, 2018",7:00 pm/est,,REG,@,Northeastern,CAA,W,69,64,,17,6,W 5,Matthews Arena
23,24,"Sat, Feb 3, 2018",7:00 pm/est,,REG,@,Hofstra,CAA,W,86,85,,18,6,W 6,Mack Sports Complex
24,25,"Thu, Feb 8, 2018",7:00 pm/est,,REG,,William & Mary,CAA,W,82,77,,19,6,W 7,TD Arena
25,26,"Sat, Feb 10, 2018",4:00 pm/est,,REG,,Drexel,CAA,W,89,67,,20,6,W 8,TD Arena
26,27,"Thu, Feb 15, 2018",7:00 pm/est,,REG,@,James Madison,CAA,W,81,78,OT,21,6,W 9,JMU Convocation Center
27,28,"Sat, Feb 17, 2018",7:00 pm/est,,REG,@,North Carolina-Wilmington,CAA,W,88,74,,22,6,W 10,Trask Coliseum
28,29,"Thu, Feb 22, 2018",7:00 pm/est,,REG,,Elon,CAA,W,79,58,,23,6,W 11,TD Arena
29,30,"Sat, Feb 24, 2018",2:00 pm/est,,REG,@,William & Mary,CAA,L,104,114,OT,23,7,L 1,Kaplan Arena at William and Mary Hall
30,31,"Sun, Mar 4, 2018",12:00 pm/est,,CTOURN,N,Drexel,CAA,W,66,59,,24,7,W 1,North Charleston Coliseum
31,32,"Mon, Mar 5, 2018",6:00 pm/est,,CTOURN,N,William & Mary,CAA,W,83,73,,25,7,W 2,North Charleston Coliseum
32,33,"Tue, Mar 6, 2018",7:00 pm/est,,CTOURN,N,Northeastern,CAA,W,83,76,OT,26,7,W 3,North Charleston Coliseum
33,34,"Fri, Mar 16, 2018",7:27 pm/est,,NCAA,N,Auburn (19),SEC,,,,,,,,
