,Game,Date,Time,Network,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 10, 2017",8:00 pm/est,,REG,@,Southern Methodist,AAC,L,67,78,,0,1,L 1,Moody Coliseum
1,2,"Sun, Nov 12, 2017",6:00 pm/est,,REG,@,Arizona (3),Pac-12,L,78,103,,0,2,L 2,McKale Center
2,3,"Thu, Nov 16, 2017",7:00 pm/est,,REG,,Central Pennsylvania College,,W,93,62,,1,2,W 1,Retriever Activities Center
3,4,"Sun, Nov 19, 2017",2:00 pm/est,,REG,@,Colgate,Patriot,L,88,93,,1,3,L 1,Cotterell Court
4,5,"Thu, Nov 23, 2017",12:00 pm/est,,REG,,Chicago State,WAC,W,84,73,,2,3,W 1,Retriever Activities Center
5,6,"Fri, Nov 24, 2017",2:30 pm/est,,REG,,Nicholls State,Southland,W,89,88,,3,3,W 2,Retriever Activities Center
6,7,"Mon, Nov 27, 2017",12:00 pm/est,,REG,,Shenandoah,,W,88,59,,4,3,W 3,Retriever Activities Center
7,8,"Fri, Dec 1, 2017",5:00 pm/est,,REG,N,Army,Patriot,L,70,81,,4,4,L 1,McAlister Field House
8,9,"Sat, Dec 2, 2017",3:00 pm/est,,REG,@,Citadel,Southern,W,98,72,,5,4,W 1,McAlister Field House
9,10,"Wed, Dec 6, 2017",7:30 pm/est,,REG,@,Delaware State,MEAC,W,81,60,,6,4,W 2,Memorial Hall
10,11,"Sat, Dec 9, 2017",2:00 pm/est,,REG,@,Towson,CAA,L,65,78,,6,5,L 1,SECU Arena
11,12,"Tue, Dec 12, 2017",7:00 pm/est,,REG,,Coppin State,MEAC,W,81,74,,7,5,W 1,Retriever Activities Center
12,13,"Sun, Dec 17, 2017",12:00 pm/est,,REG,,Northern Kentucky,Horizon,W,76,75,,8,5,W 2,Retriever Activities Center
13,14,"Fri, Dec 29, 2017",8:00 pm/est,,REG,@,Maryland,Big Ten,L,45,66,,8,6,L 1,Xfinity Center
14,15,"Sun, Dec 31, 2017",1:00 pm/est,,REG,,Centenary (NJ),,W,85,41,,9,6,W 1,Retriever Activities Center
15,16,"Wed, Jan 3, 2018",7:00 pm/est,,REG,,New Hampshire,AEC,W,71,67,,10,6,W 2,Retriever Activities Center
16,17,"Sat, Jan 6, 2018",7:00 pm/est,,REG,@,Vermont,AEC,L,56,71,,10,7,L 1,Roy L. Patrick Gymnasium
17,18,"Wed, Jan 10, 2018",7:00 pm/est,,REG,@,Maine,AEC,W,72,67,,11,7,W 1,Cross Insurance Center
18,19,"Sat, Jan 13, 2018",12:00 pm/est,,REG,@,Massachusetts-Lowell,AEC,W,89,62,,12,7,W 2,
19,20,"Mon, Jan 15, 2018",6:00 pm/est,,REG,,Hartford,AEC,W,78,56,,13,7,W 3,Retriever Activities Center
20,21,"Sun, Jan 21, 2018",2:00 pm/est,,REG,@,Albany (NY),AEC,L,39,83,,13,8,L 1,SEFCU Arena
21,22,"Wed, Jan 24, 2018",7:00 pm/est,,REG,,Binghamton,AEC,W,69,57,,14,8,W 1,Retriever Activities Center
22,23,"Sat, Jan 27, 2018",1:00 pm/est,,REG,,Maine,AEC,W,86,74,,15,8,W 2,Retriever Activities Center
23,24,"Wed, Jan 31, 2018",7:00 pm/est,,REG,@,Stony Brook,AEC,W,67,63,,16,8,W 3,Island Federal Credit Union
24,25,"Sat, Feb 3, 2018",4:00 pm/est,,REG,,Vermont,AEC,L,53,81,,16,9,L 1,Retriever Activities Center
25,26,"Thu, Feb 8, 2018",7:00 pm/est,,REG,@,Binghamton,AEC,W,78,68,,17,9,W 1,Binghamton University Events Center
26,27,"Sun, Feb 11, 2018",1:00 pm/est,,REG,@,New Hampshire,AEC,W,68,59,,18,9,W 2,Lundholm Gymnasium
27,28,"Sun, Feb 18, 2018",1:00 pm/est,,REG,,Albany (NY),AEC,W,68,60,,19,9,W 3,Retriever Activities Center
28,29,"Wed, Feb 21, 2018",7:00 pm/est,,REG,,Stony Brook,AEC,L,57,64,,19,10,L 1,Retriever Activities Center
29,30,"Sat, Feb 24, 2018",12:00 pm/est,,REG,,Massachusetts-Lowell,AEC,W,83,75,,20,10,W 1,Retriever Activities Center
30,31,"Tue, Feb 27, 2018",7:00 pm/est,,REG,@,Hartford,AEC,W,62,53,,21,10,W 2,Chase Family Arena
31,32,"Sat, Mar 3, 2018",1:00 pm/est,,CTOURN,,Massachusetts-Lowell,AEC,W,89,77,,22,10,W 3,Retriever Activities Center
32,33,"Tue, Mar 6, 2018",7:30 pm/est,,CTOURN,,Hartford,AEC,W,75,60,,23,10,W 4,Retriever Activities Center
33,34,"Sat, Mar 10, 2018",11:00 am/est,,CTOURN,@,Vermont,AEC,W,65,62,,24,10,W 5,Roy L. Patrick Gymnasium
34,35,"Fri, Mar 16, 2018",9:20 pm/est,,NCAA,N,Virginia (1),ACC,,,,,,,,
