,Game,Date,Time,Network,Type,Home/Away,Opponent,Conference,Outcome,Team Points,Opponent Points,OT,Opponent Wins,Opponent Losses,Streak,Arena
0,1,"Fri, Nov 10, 2017",8:00 pm/est,,REG,@,Loyola (IL),MVC,L,80,84,,0,1,L 1,Joseph J. Gentile Center
1,2,"Tue, Nov 14, 2017",7:00 pm/est,,REG,@,Miami (OH),MAC,L,67,73,OT,0,2,L 2,Millett Hall
2,3,"Sat, Nov 18, 2017",7:00 pm/est,,REG,,Murray State,OVC,L,61,80,,0,3,L 3,Ervin J. Nutter Center
3,4,"Mon, Nov 20, 2017",7:00 pm/est,,REG,,Tiffin,,W,73,49,,1,3,W 1,Ervin J. Nutter Center
4,5,"Fri, Nov 24, 2017",7:00 pm/est,,REG,,Gardner-Webb,Big South,W,67,47,,2,3,W 2,Ervin J. Nutter Center
5,6,"Sat, Nov 25, 2017",5:00 pm/est,,REG,,Jacksonville,A-Sun,W,68,44,,3,3,W 3,Ervin J. Nutter Center
6,7,"Sun, Nov 26, 2017",3:30 pm/est,,REG,,Fairfield,MAAC,W,57,56,,4,3,W 4,Ervin J. Nutter Center
7,8,"Sat, Dec 2, 2017",5:00 pm/est,,REG,@,Western Kentucky,CUSA,L,60,78,,4,4,L 1,E.A. Diddle Arena
8,9,"Tue, Dec 5, 2017",7:00 pm/est,,REG,,Ohio Valley,,W,98,68,,5,4,W 1,Ervin J. Nutter Center
9,10,"Sat, Dec 9, 2017",3:00 pm/est,,REG,,Kent State,MAC,W,63,54,,6,4,W 2,Ervin J. Nutter Center
10,11,"Sat, Dec 16, 2017",2:00 pm/est,,REG,@,Toledo,MAC,W,77,69,,7,4,W 3,John F. Savage Hall
11,12,"Tue, Dec 19, 2017",8:00 pm/est,,REG,@,Missouri State,MVC,L,50,66,,7,5,L 1,JQH Arena
12,13,"Fri, Dec 22, 2017",9:00 pm/est,,REG,@,Georgia Tech,ACC,W,85,81,,8,5,W 1,McCamish Pavilion
13,14,"Thu, Dec 28, 2017",7:00 pm/est,,REG,,Illinois-Chicago,Horizon,W,65,61,,9,5,W 2,Ervin J. Nutter Center
14,15,"Sat, Dec 30, 2017",4:00 pm/est,,REG,,IUPUI,Horizon,W,60,52,,10,5,W 3,Ervin J. Nutter Center
15,16,"Fri, Jan 5, 2018",9:00 pm/est,,REG,@,Detroit Mercy,Horizon,W,80,73,,11,5,W 4,Calihan Hall
16,17,"Sun, Jan 7, 2018",3:00 pm/est,,REG,@,Oakland,Horizon,W,86,81,OT,12,5,W 5,Athletics Center O'rena
17,18,"Thu, Jan 11, 2018",7:00 pm/est,,REG,@,Northern Kentucky,Horizon,W,84,81,,13,5,W 6,Bank of Kentucky Center
18,19,"Mon, Jan 15, 2018",4:00 pm/est,,REG,,Youngstown State,Horizon,W,77,67,,14,5,W 7,Ervin J. Nutter Center
19,20,"Thu, Jan 18, 2018",8:00 pm/est,,REG,@,Green Bay,Horizon,W,80,67,,15,5,W 8,Resch Center
20,21,"Sat, Jan 20, 2018",8:00 pm/est,,REG,@,Milwaukee,Horizon,L,61,66,,15,6,L 1,UW-Milwaukee Panther Arena
21,22,"Fri, Jan 26, 2018",7:00 pm/est,,REG,,Detroit Mercy,Horizon,W,87,55,,16,6,W 1,Ervin J. Nutter Center
22,23,"Sun, Jan 28, 2018",2:00 pm/est,,REG,,Oakland,Horizon,W,64,51,,17,6,W 2,Ervin J. Nutter Center
23,24,"Thu, Feb 1, 2018",7:00 pm/est,,REG,@,Cleveland State,Horizon,L,74,77,,17,7,L 1,Wolstein Center
24,25,"Sat, Feb 3, 2018",7:00 pm/est,,REG,@,Youngstown State,Horizon,W,83,57,,18,7,W 1,Beeghly Center
25,26,"Thu, Feb 8, 2018",7:30 pm/est,,REG,,Green Bay,Horizon,W,68,64,,19,7,W 2,Ervin J. Nutter Center
26,27,"Sat, Feb 10, 2018",7:00 pm/est,,REG,,Milwaukee,Horizon,L,73,74,,19,8,L 1,Ervin J. Nutter Center
27,28,"Fri, Feb 16, 2018",9:00 pm/est,,REG,,Northern Kentucky,Horizon,W,69,67,,20,8,W 1,Ervin J. Nutter Center
28,29,"Mon, Feb 19, 2018",7:30 pm/est,,REG,,Cleveland State,Horizon,W,72,63,,21,8,W 2,Ervin J. Nutter Center
29,30,"Fri, Feb 23, 2018",11:00 am/est,,REG,@,IUPUI,Horizon,L,56,66,,21,9,L 1,Indiana Farmers Coliseum
30,31,"Sun, Feb 25, 2018",6:00 pm/est,,REG,@,Illinois-Chicago,Horizon,W,88,81,,22,9,W 1,UIC Pavilion
31,32,"Sat, Mar 3, 2018",5:30 pm/est,,CTOURN,N,Green Bay,Horizon,W,87,72,,23,9,W 2,
32,33,"Mon, Mar 5, 2018",9:00 pm/est,,CTOURN,N,Milwaukee,Horizon,W,59,53,,24,9,W 3,
33,34,"Tue, Mar 6, 2018",7:00 pm/est,,CTOURN,N,Cleveland State,Horizon,W,74,57,,25,9,W 4,
34,35,"Thu, Mar 15, 2018",12:40 pm/est,,NCAA,N,Tennessee (13),SEC,,,,,,,,
