,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Davauhnte Turner,37,8,17,.471,5,12,.417,3,5,.600,2,3,.667,1,1,2,2,0,0,2,0,21
1,Quinn Taylor,35,4,7,.571,3,6,.500,1,1,1.000,1,2,.500,2,3,5,1,0,0,1,1,10
2,KC Ndefo,33,4,7,.571,4,7,.571,0,0,,0,0,,2,4,6,1,0,0,0,2,8
3,Samuel Idowu,29,5,10,.500,4,6,.667,1,4,.250,4,4,1.000,1,6,7,0,1,1,0,1,15
4,Dallas Watson,29,1,4,.250,1,2,.500,0,2,.000,0,1,.000,0,3,3,5,0,0,3,0,2
5,Manny Dixon,27,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,1,1,2,1,1,0,0,1,7
6,Derrick Woods,10,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,1,0,1,1,2
