,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zach Brock,30,4,12,.333,1,2,.500,3,10,.300,0,3,.000,1,2,3,3,0,0,4,1,11
1,Ethan Smith,30,2,6,.333,0,2,.000,2,4,.500,0,0,,1,7,8,3,0,0,2,0,6
2,Stefan Nakic-Vojnovic,25,4,10,.400,1,4,.250,3,6,.500,1,1,1.000,0,2,2,1,1,0,3,2,12
3,Jacob Roark,24,1,6,.167,0,1,.000,1,5,.200,0,0,,1,3,4,0,1,0,3,2,3
4,Andrew Voss,17,1,5,.200,1,5,.200,0,0,,0,0,,1,4,5,0,0,1,2,0,2
5,Bryce Nickels,24,10,11,.909,10,11,.909,0,0,,6,7,.857,3,3,6,2,0,2,1,3,26
6,Hayden Todd,17,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,1,1,2,1,0,0,0,3,4
7,Andy Stevens,13,0,5,.000,0,1,.000,0,4,.000,0,0,,1,2,3,1,1,0,1,0,0
8,Darion Wilson,11,0,5,.000,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0
9,Kerwiken Morpas,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,1,1,0
10,Jordan Grayson,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
11,Theo Desrivieres,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
