,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jamal Smith,30,2,3,.667,2,2,1.000,0,1,.000,2,4,.500,0,4,4,5,3,0,0,2,6
1,Austen Awosika,20,2,4,.500,2,4,.500,0,0,,0,1,.000,0,4,4,5,1,4,1,1,4
2,Davon Clare,13,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,5,5,4,0,0,0,0,4
3,Josh Pitts,11,6,8,.750,6,8,.750,0,0,,2,3,.667,3,2,5,1,0,0,0,4,14
4,Khalil Ahmad,9,5,9,.556,4,5,.800,1,4,.250,0,0,,0,1,1,1,0,0,0,0,11
5,Wayne Arnold,33,9,14,.643,5,6,.833,4,8,.500,1,1,1.000,0,1,1,3,0,0,0,1,23
6,Gaber Ozegovic,29,3,10,.300,1,2,.500,2,8,.250,1,2,.500,1,3,4,1,1,0,2,0,9
7,Jackson Rowe,16,6,7,.857,4,4,1.000,2,3,.667,2,3,.667,0,7,7,2,1,2,3,1,16
8,Dominik Heinzl,15,2,6,.333,2,6,.333,0,0,,3,5,.600,3,2,5,1,0,1,1,1,7
9,Johnny Wang,15,2,3,.667,0,0,,2,3,.667,0,0,,0,2,2,2,0,0,0,0,6
10,Amel Kuljuhovic,9,2,3,.667,2,3,.667,0,0,,2,3,.667,1,5,6,2,0,0,0,1,6
