,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jared Savage,37,3,8,.375,2,2,1.000,1,6,.167,2,2,1.000,1,5,6,1,0,0,1,1,9
1,Josh Anderson,35,5,12,.417,5,11,.455,0,1,.000,8,11,.727,3,5,8,3,2,0,6,1,18
2,Taveion Hollingsworth,35,5,14,.357,3,8,.375,2,6,.333,5,7,.714,1,1,2,1,2,0,1,2,17
3,Lamonte Bearden,35,3,6,.500,2,5,.400,1,1,1.000,3,5,.600,0,3,3,4,0,0,2,1,10
4,Charles Bassey,29,5,8,.625,5,8,.625,0,0,,0,0,,6,8,14,2,0,2,2,2,10
5,Moustapha Diagne,9,0,2,.000,0,2,.000,0,0,,0,0,,2,0,2,0,0,1,0,2,0
6,Tolu Smith,8,0,0,,0,0,,0,0,,0,0,,0,4,4,0,1,0,0,1,0
7,Marek Nelson,7,0,0,,0,0,,0,0,,1,2,.500,1,0,1,0,1,1,0,1,1
8,Jake Ohmer,4,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,1,0,0,0,2
9,Dalano Banton,1,0,0,,0,0,,0,0,,3,6,.500,0,1,1,0,0,0,0,0,3
