,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Amir Coffey,40,4,12,.333,4,9,.444,0,3,.000,0,2,.000,0,3,3,3,1,0,4,2,8
1,Jordan Murphy,37,3,10,.300,3,9,.333,0,1,.000,3,7,.429,2,5,7,2,0,1,0,4,9
2,Dupree McBrayer,37,2,9,.222,0,4,.000,2,5,.400,0,0,,1,4,5,1,0,0,2,4,6
3,Gabe Kalscheur,33,7,10,.700,1,4,.250,6,6,1.000,1,2,.500,0,0,0,1,1,1,1,4,21
4,Daniel Oturu,26,7,10,.700,7,10,.700,0,0,,6,7,.857,3,5,8,0,1,2,2,2,20
5,Eric Curry,17,0,1,.000,0,1,.000,0,0,,0,2,.000,0,2,2,2,0,0,2,2,0
6,Brock Stull,8,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0
7,Isaiah Washington,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
