,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tre Wood,34,4,13,.308,4,13,.308,0,0,,0,0,,0,2,2,2,1,0,4,3,8
1,Jonathan Laurent,32,8,13,.615,7,10,.700,1,3,.333,4,5,.800,2,3,5,1,2,0,5,1,21
2,Carl Pierre,32,2,12,.167,1,5,.200,1,7,.143,2,3,.667,2,0,2,3,0,0,2,2,7
3,Unique McLean,26,1,3,.333,1,3,.333,0,0,,2,2,1.000,2,3,5,1,0,0,3,1,4
4,Djery Baptiste,20,1,1,1.000,1,1,1.000,0,0,,0,1,.000,1,4,5,0,1,3,3,2,2
5,Sy Chatman,21,0,3,.000,0,3,.000,0,0,,0,0,,1,1,2,1,0,0,2,4,0
6,Kieran Hayward,14,1,5,.200,1,1,1.000,0,4,.000,0,0,,0,1,1,0,0,0,2,2,2
7,Keon Clergeot,11,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,2
8,Randall West,9,0,1,.000,0,1,.000,0,0,,2,2,1.000,1,5,6,0,0,0,0,1,2
9,Jaylen Franklin,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
