,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Houston Smith,37,4,7,.571,1,2,.500,3,5,.600,1,2,.500,2,4,6,2,0,1,1,1,12
1,Malik Maitland,31,10,18,.556,5,7,.714,5,11,.455,4,5,.800,1,1,2,3,3,0,4,1,29
2,Shawntrez Davis,29,4,9,.444,4,8,.500,0,1,.000,5,6,.833,0,4,4,1,1,0,2,2,13
3,Cletrell Pope,22,9,10,.900,9,9,1.000,0,1,.000,8,11,.727,2,8,10,0,0,0,1,4,26
4,Wali Parks,17,2,2,1.000,2,2,1.000,0,0,,3,4,.750,3,1,4,0,0,0,0,2,7
5,David Francis,18,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,2,1,3,2,1,0,1,3,4
6,Armani Collins,14,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,2,2
7,Dondre Duffus,11,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,2,2,0
8,Mark Gordon,10,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,1,3,0
9,Danny Harris Jr.,4,1,2,.500,1,2,.500,0,0,,1,2,.500,0,0,0,0,1,0,2,2,3
10,Ulmer Manzie,4,0,0,,0,0,,0,0,,2,2,1.000,1,1,2,0,0,0,0,2,2
11,Jeremiah Gilyard,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
