,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Heading,37,4,8,.500,3,5,.600,1,3,.333,4,4,1.000,0,1,1,3,1,0,5,2,13
1,Milan Acquaah,36,7,16,.438,4,9,.444,3,7,.429,7,8,.875,0,5,5,2,1,0,3,3,24
2,De'Jon Davis,35,7,10,.700,5,8,.625,2,2,1.000,7,7,1.000,2,11,13,2,2,0,0,2,23
3,Bul Kuol,29,0,6,.000,0,1,.000,0,5,.000,1,2,.500,0,1,1,1,1,0,2,4,1
4,Mike Henn,17,2,3,.667,2,2,1.000,0,1,.000,0,0,,2,0,2,1,0,0,2,2,4
5,Ty Rowell,15,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,1,0,0,0,3,6
6,Zach Pirog,15,1,1,1.000,1,1,1.000,0,0,,0,2,.000,0,3,3,1,0,2,0,4,2
7,Glenn Morison,9,2,2,1.000,2,2,1.000,0,0,,0,1,.000,0,3,3,0,0,1,2,1,4
8,Jeremy Smith,7,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3
9,Marquise Mosley,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
