,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Garrison Mathews,34,5,11,.455,3,4,.750,2,7,.286,4,6,.667,0,4,4,3,1,1,2,2,16
1,Michael Buckland,34,4,8,.500,3,3,1.000,1,5,.200,1,1,1.000,0,2,2,2,0,0,1,3,10
2,Eli Pepper,28,6,7,.857,3,3,1.000,3,4,.750,12,14,.857,3,11,14,6,1,1,4,3,27
3,Kenny Cooper,28,6,12,.500,2,6,.333,4,6,.667,1,1,1.000,1,3,4,3,3,0,3,1,17
4,Rob Marberry,18,0,2,.000,0,2,.000,0,0,,1,2,.500,2,3,5,0,1,0,1,4,1
5,Ahsan Asadullah,17,4,5,.800,4,5,.800,0,0,,4,5,.800,2,3,5,1,0,1,2,3,12
6,Jake Wolfe,12,1,3,.333,0,1,.000,1,2,.500,0,2,.000,0,0,0,1,0,0,1,0,3
7,Andrew Fleming,9,0,3,.000,0,2,.000,0,1,.000,0,0,,0,2,2,3,0,0,0,1,0
8,Matt Rose,9,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0
9,Nathan Moran,6,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,1,0,0,1,0
10,Alex Jones,5,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
