,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lamar Morgan,37,4,11,.364,2,3,.667,2,8,.250,1,1,1.000,0,5,5,0,1,0,1,4,11
1,Dejuan Clayton,36,4,9,.444,4,6,.667,0,3,.000,8,9,.889,0,2,2,4,1,0,4,2,16
2,Cedric Council,16,2,3,.667,2,3,.667,0,0,,1,2,.500,1,2,3,1,1,2,1,5,5
3,Taqwain Drummond,15,1,3,.333,0,0,,1,3,.333,0,2,.000,0,1,1,1,0,0,3,4,3
4,Nigel Marshall,13,1,4,.250,0,3,.000,1,1,1.000,0,2,.000,0,1,1,1,0,0,2,3,3
5,Kent Auslander,27,3,6,.500,1,2,.500,2,4,.500,0,0,,0,2,2,0,0,0,1,1,8
6,Chad Andrews-Fulton,19,3,4,.750,3,4,.750,0,0,,4,5,.800,1,1,2,1,0,0,0,1,10
7,Ibn Williams,16,2,4,.500,1,2,.500,1,2,.500,0,0,,1,0,1,2,2,0,1,3,5
8,Justin Steers,11,2,7,.286,2,6,.333,0,1,.000,2,3,.667,3,2,5,1,1,2,2,2,6
9,Brendan Medley-Bacon,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0
10,Lucian Brownlee,5,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0
