,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ryan Cline,34,1,6,.167,1,2,.500,0,4,.000,2,3,.667,0,1,1,4,0,0,2,1,4
1,Nojel Eastern,33,2,5,.400,2,5,.400,0,0,,2,2,1.000,1,4,5,3,4,0,6,3,6
2,Carsen Edwards,29,6,12,.500,3,6,.500,3,6,.500,6,6,1.000,0,2,2,2,1,1,7,4,21
3,Grady Eifert,29,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,0,8,8,2,3,0,0,2,7
4,Matt Haarms,28,5,7,.714,4,6,.667,1,1,1.000,7,10,.700,1,5,6,1,0,2,4,4,18
5,Sasha Stefanovic,17,2,2,1.000,0,0,,2,2,1.000,2,3,.667,0,2,2,2,1,0,0,3,8
6,Aaron Wheeler,11,2,2,1.000,1,1,1.000,1,1,1.000,2,2,1.000,1,2,3,0,0,0,1,1,7
7,Evan Boudreaux,10,1,3,.333,0,2,.000,1,1,1.000,2,2,1.000,2,0,2,2,1,0,3,1,5
8,Eric Hunter Jr.,7,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0
9,Trevion Williams,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0
