,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jakeenan Gant,31,10,21,.476,9,16,.563,1,5,.200,0,0,,4,9,13,2,1,4,3,1,21
1,Marcus Stroman,29,5,7,.714,5,7,.714,0,0,,0,1,.000,4,3,7,11,3,0,3,1,10
2,Malik Marquetti,27,4,12,.333,0,2,.000,4,10,.400,2,2,1.000,2,2,4,2,2,1,3,1,14
3,Justin Miller,22,4,8,.500,2,4,.500,2,4,.500,3,4,.750,2,8,10,2,0,0,2,1,13
4,Cedric Russell,19,2,10,.200,0,2,.000,2,8,.250,0,0,,1,3,4,3,0,0,0,0,6
5,Jeremy Hayes,21,4,10,.400,3,7,.429,1,3,.333,9,11,.818,1,0,1,1,0,0,3,3,18
6,Jerekius Davis,18,2,5,.400,2,4,.500,0,1,.000,4,6,.667,5,6,11,0,2,0,1,1,8
7,Trajan Wesley,12,0,2,.000,0,2,.000,0,0,,3,4,.750,0,0,0,0,0,0,1,1,3
8,P.J. Hardy,8,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,0,0,0,1,0,0,0,2
9,Mason Aucoin,7,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,2,0,1
10,R.J. Gladney,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,2,0,2,0
11,Eli Mouton,2,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1
