,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jared Terrell,31,3,8,.375,3,6,.500,0,2,.000,0,0,,2,3,5,5,1,0,3,2,6
1,Jeff Dowtin,25,6,8,.750,6,7,.857,0,1,.000,1,1,1.000,0,2,2,4,1,0,1,3,13
2,E.C. Matthews,23,3,9,.333,3,5,.600,0,4,.000,4,4,1.000,2,1,3,0,1,1,3,2,10
3,Andre Berry,17,6,10,.600,6,10,.600,0,0,,3,3,1.000,1,1,2,1,0,0,0,2,15
4,Cyril Langevine,15,2,4,.500,2,4,.500,0,0,,1,3,.333,1,1,2,0,1,1,1,5,5
5,Stanford Robinson,25,7,9,.778,5,7,.714,2,2,1.000,2,4,.500,1,2,3,2,7,0,2,1,18
6,Jarvis Garrett,21,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,2,2,2,1,0,0,1,2
7,Fatts Russell,14,2,5,.400,1,2,.500,1,3,.333,1,1,1.000,0,2,2,4,0,0,3,4,6
8,Ryan Preston,12,3,3,1.000,3,3,1.000,0,0,,0,0,,2,3,5,0,1,0,1,2,6
9,Mike Layssard,5,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,4,4,0,0,0,0,2,3
10,Nicola Akele,5,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,5,0
11,Eric Dadika,3,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
12,Will Leviton,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
13,Michael Tertsea,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
