,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Seth Stanley,22,4,7,.571,1,2,.500,3,5,.600,5,7,.714,0,1,1,0,0,0,1,1,16
1,Trace Crawford,21,2,3,.667,0,0,,2,3,.667,0,0,,0,0,0,2,1,0,1,3,6
2,Kam Brasfield,17,2,5,.400,2,3,.667,0,2,.000,1,2,.500,0,1,1,3,0,0,4,2,5
3,Jacob Link,12,1,3,.333,1,2,.500,0,1,.000,1,2,.500,1,2,3,1,1,0,1,3,3
4,Zachary Prins,10,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
5,Alex Conrad,24,4,9,.444,4,9,.444,0,0,,4,6,.667,4,3,7,0,0,0,0,2,12
6,Jake Riding,18,1,3,.333,1,2,.500,0,1,.000,1,2,.500,1,1,2,0,0,0,0,4,3
7,Sean Coman,14,2,7,.286,1,2,.500,1,5,.200,2,2,1.000,0,0,0,0,1,0,1,1,7
8,Trey Rouse,13,1,6,.167,1,3,.333,0,3,.000,0,0,,0,1,1,2,0,0,3,2,2
9,Michael Calamese,11,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,2,1,0
10,Jack Eaton,10,1,2,.500,1,2,.500,0,0,,1,3,.333,0,2,2,1,0,0,1,3,3
11,Rod Cummings II,9,0,2,.000,0,1,.000,0,1,.000,5,6,.833,0,1,1,1,0,0,0,1,5
12,Adam Phillip,8,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,1,1,3
13,Carl Fitch,4,1,1,1.000,1,1,1.000,0,0,,3,6,.500,2,2,4,0,0,0,1,5,5
14,Damecko Johnson,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0
15,Peyton Maxwell,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
16,Stephen Abell,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
