,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bryan Alberts,29,3,11,.273,2,7,.286,1,4,.250,1,2,.500,0,0,0,3,0,0,1,0,8
1,Gabe Levin,27,1,6,.167,1,5,.200,0,1,.000,10,10,1.000,2,5,7,1,0,2,4,2,12
2,Mason Riggins,23,2,5,.400,2,5,.400,0,0,,0,0,,2,3,5,2,1,2,0,2,4
3,Deishuan Booker,20,3,7,.429,3,5,.600,0,2,.000,0,2,.000,0,0,0,3,1,0,0,2,6
4,Barry Ogalue,19,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,0,0,1,0,0,4,1,5
5,K.J. Byers,21,4,8,.500,4,5,.800,0,3,.000,2,4,.500,3,2,5,0,0,1,1,2,10
6,Jordan Griffin,18,1,5,.200,0,1,.000,1,4,.250,0,0,,0,1,1,1,1,0,1,0,3
7,Jordan Roberts,12,0,2,.000,0,2,.000,0,0,,1,2,.500,0,3,3,0,0,0,3,4,1
8,Javonntie Jackson,10,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,1,1,4
9,Edon Maxhuni,9,1,4,.250,0,3,.000,1,1,1.000,0,0,,1,3,4,0,0,0,1,0,3
10,LaRond Williams,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,1,4,2
11,Temidayo Yussuf,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,5,0
