,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jaron Cornish,39,3,8,.375,3,6,.500,0,2,.000,4,6,.667,0,2,2,1,0,0,5,3,10
1,Akwasi Yeboah,35,4,10,.400,3,6,.500,1,4,.250,16,20,.800,2,5,7,2,0,0,1,2,25
2,Miles Latimer,32,3,5,.600,0,0,,3,5,.600,4,5,.800,1,2,3,1,0,0,2,0,13
3,Elijah Olaniyi,23,1,6,.167,0,5,.000,1,1,1.000,0,0,,2,4,6,2,1,2,1,2,3
4,Jeff Otchere,17,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,6,6,1,0,2,1,3,4
5,Jules Moor,18,3,3,1.000,3,3,1.000,0,0,,4,4,1.000,2,3,5,0,2,2,1,2,10
6,Andrew Garcia,15,0,4,.000,0,2,.000,0,2,.000,4,4,1.000,3,0,3,0,0,0,0,4,4
7,Anthony Ochefu,10,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,1,2,0
8,Jordan McKenzie,7,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,3,0
9,Corry Long,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Alex Christie,2,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
