,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lucas Williamson,37,5,9,.556,2,3,.667,3,6,.500,0,0,,0,6,6,3,1,0,3,3,13
1,Clayton Custer,35,5,16,.313,4,9,.444,1,7,.143,6,6,1.000,1,2,3,3,4,0,1,3,17
2,Marques Townes,29,4,9,.444,2,4,.500,2,5,.400,0,0,,0,7,7,3,2,0,2,3,10
3,Aher Uguak,29,1,4,.250,1,2,.500,0,2,.000,3,4,.750,0,2,2,1,1,0,4,2,5
4,Cameron Krutwig,24,5,8,.625,5,8,.625,0,0,,4,4,1.000,2,3,5,0,0,0,1,4,14
5,Isaiah Bujdoso,17,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,1,0,2,0,2,0,2
6,Christian Negron,10,0,1,.000,0,1,.000,0,0,,0,1,.000,0,2,2,2,0,0,0,0,0
7,Cooper Kaifes,8,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,2,0,0,0,2,3
8,Bruno Skokna,6,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,1,0,0,1,2
9,Franklin Agunanne,5,0,0,,0,0,,0,0,,0,1,.000,0,1,1,0,0,0,1,1,0
10,Jake Baughman,0,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
