,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lance Tejada,30,2,14,.143,2,8,.250,0,6,.000,0,0,,0,4,4,4,1,0,4,3,4
1,Pat Andree,29,9,15,.600,3,5,.600,6,10,.600,7,10,.700,2,6,8,2,2,0,1,1,31
2,Jordan Cohen,27,5,9,.556,3,4,.750,2,5,.400,3,5,.600,2,3,5,4,1,2,1,4,15
3,Kyle Leufroy,27,4,6,.667,1,1,1.000,3,5,.600,0,0,,0,9,9,4,1,0,1,1,11
4,James Karnik,23,1,2,.500,1,2,.500,0,0,,2,3,.667,1,5,6,0,0,0,1,3,4
5,Caleb Bennett,15,1,2,.500,1,1,1.000,0,1,.000,1,1,1.000,0,0,0,0,2,0,3,4,3
6,Jeameril Wilson,15,0,1,.000,0,1,.000,0,0,,3,4,.750,1,4,5,0,0,0,2,1,3
7,Nic Lynch,9,5,7,.714,5,7,.714,0,0,,0,2,.000,2,1,3,0,0,0,2,4,10
8,Marques Wilson,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Joe Foley,5,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,2,1,2
10,David Roelke,1,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
11,Zedrek Farrell,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
12,Shane Acoveno,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0
