,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zach Cooks,38,5,12,.417,4,8,.500,1,4,.250,1,2,.500,0,6,6,4,4,0,0,3,12
1,Reilly Walsh,25,0,3,.000,0,1,.000,0,2,.000,0,0,,1,2,3,0,0,0,1,3,0
2,Shyquan Gibbs,23,1,4,.250,1,2,.500,0,2,.000,4,4,1.000,0,0,0,0,0,0,2,0,6
3,Mohamed Bendary,20,4,6,.667,4,6,.667,0,0,,0,0,,2,8,10,1,0,0,1,4,8
4,San Antonio Brinson,10,0,1,.000,0,0,,0,1,.000,0,0,,1,3,4,1,0,0,3,3,0
5,Diandre Wilson,24,8,14,.571,4,7,.571,4,7,.571,1,4,.250,2,0,2,2,0,0,1,0,21
6,Shawndale Jones,23,4,11,.364,4,8,.500,0,3,.000,4,5,.800,1,1,2,2,1,1,1,2,12
7,Souleymane Diakite,20,4,7,.571,4,7,.571,0,0,,3,6,.500,2,7,9,2,0,2,0,3,11
8,Donovan Greer,12,1,2,.500,0,0,,1,2,.500,0,0,,1,4,5,0,0,0,0,1,3
9,Diego Willis,5,0,1,.000,0,0,,0,1,.000,1,2,.500,1,3,4,0,0,0,0,0,1
