,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ross Cummings,38,5,19,.263,1,7,.143,4,12,.333,4,4,1.000,0,3,3,3,2,0,2,3,18
1,Jaylen Stowe,35,4,8,.500,3,7,.429,1,1,1.000,4,6,.667,3,8,11,0,1,0,2,2,13
2,Marcus Cohen,34,5,7,.714,5,7,.714,0,0,,0,1,.000,0,1,1,2,0,0,3,1,10
3,Ethan Stair,24,3,12,.250,3,8,.375,0,4,.000,2,2,1.000,2,4,6,0,2,0,0,2,8
4,Cory Kilby,24,2,5,.400,2,3,.667,0,2,.000,0,1,.000,0,1,1,3,0,0,1,3,4
5,Djordje Dimitrijevic,22,2,4,.500,0,0,,2,4,.500,0,0,,0,2,2,0,1,0,2,2,6
6,Fardaws Aimaq,16,2,2,1.000,2,2,1.000,0,0,,0,1,.000,3,3,6,0,0,1,2,2,4
7,Daniel Love,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
8,Victor Bafutto,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
9,CJ Williamson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
10,D.J. Peavy,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
