,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brian Beard Jr.,35,6,16,.375,5,10,.500,1,6,.167,6,9,.667,0,1,1,7,2,0,3,3,19
1,Devon Andrews,29,6,9,.667,4,6,.667,2,3,.667,3,5,.600,0,6,6,0,2,0,1,0,17
2,Marcus Burwell,27,4,8,.500,2,2,1.000,2,6,.333,2,4,.500,1,1,2,3,1,0,2,2,12
3,Trejon Jacob,17,2,7,.286,2,4,.500,0,3,.000,0,0,,1,4,5,1,2,0,0,2,4
4,Elhadji Dieng,14,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,1,0,1,2
5,Willy Nunez Jr.,26,3,10,.300,0,2,.000,3,8,.375,2,2,1.000,0,3,3,1,1,1,1,3,11
6,Antonio Daye Jr,18,1,4,.250,1,3,.333,0,1,.000,1,2,.500,0,3,3,3,1,0,3,4,3
7,Osasumwen Osaghae,17,4,10,.400,4,10,.400,0,0,,2,3,.667,8,7,15,0,0,4,2,2,10
8,Isaiah Banks,9,0,4,.000,0,0,,0,4,.000,0,0,,1,0,1,1,1,0,1,0,0
9,Michael Douglas,8,3,5,.600,1,1,1.000,2,4,.500,0,0,,1,1,2,0,0,0,0,1,8
