,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Parrish Hewitt,32,4,6,.667,2,3,.667,2,3,.667,2,2,1.000,0,3,3,0,0,1,1,3,12
1,Kevin Little,25,4,9,.444,1,2,.500,3,7,.429,5,6,.833,0,1,1,3,2,0,5,4,16
2,Derek Hawthorne Jr.,24,3,7,.429,2,5,.400,1,2,.500,7,8,.875,1,5,6,5,1,1,0,2,14
3,Jailen Gill,24,4,9,.444,4,8,.500,0,1,.000,0,0,,1,9,10,0,0,1,1,4,8
4,Quintin Dove,11,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,1,2,1,0,0,0,2,2
5,Fatodd Lewis,31,5,11,.455,3,5,.600,2,6,.333,2,3,.667,1,5,6,4,1,0,2,1,14
6,DelFincko Bogan,23,7,9,.778,5,5,1.000,2,4,.500,1,2,.500,0,1,1,2,0,0,3,2,17
7,Charles Henderson Jr.,12,0,3,.000,0,2,.000,0,1,.000,0,0,,1,0,1,0,2,0,0,1,0
8,Jeremy Joyner,10,1,1,1.000,1,1,1.000,0,0,,4,9,.444,2,2,4,0,1,1,1,1,6
9,Minfeke Sanoe,2,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,0,2
