,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Josh Harris,27,5,13,.385,5,13,.385,0,0,,4,4,1.000,1,5,6,0,0,1,1,4,14
1,Tyler Watts,27,3,12,.250,3,11,.273,0,1,.000,0,2,.000,2,0,2,1,0,1,3,2,6
2,Akeem Black,22,2,7,.286,0,4,.000,2,3,.667,2,5,.400,0,2,2,2,1,0,2,1,8
3,John Paul Garcia,22,2,8,.250,1,4,.250,1,4,.250,0,0,,0,0,0,3,0,1,2,0,5
4,Tyler Watkins,16,0,3,.000,0,3,.000,0,0,,2,2,1.000,1,3,4,3,0,0,1,2,2
5,Chamar Norman,25,3,7,.429,3,6,.500,0,1,.000,0,0,,0,6,6,1,1,1,4,0,6
6,Derrick Hall,23,0,0,,0,0,,0,0,,0,0,,1,4,5,1,1,0,1,2,0
7,Keiron Morning,18,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,1,2,0,0,0,2,1,5
8,Lamar Lee-Kane Jr,13,0,3,.000,0,3,.000,0,0,,1,2,.500,0,1,1,2,1,0,0,1,1
9,Nathaniel White,7,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0
