,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Frankie Ferrari,38,5,12,.417,2,3,.667,3,9,.333,0,0,,1,0,1,8,0,0,1,2,13
1,Jimbo Lull,27,6,10,.600,6,9,.667,0,1,.000,1,1,1.000,2,5,7,2,1,1,0,5,13
2,Charles Minlend,27,3,13,.231,3,5,.600,0,8,.000,3,5,.600,5,2,7,2,2,0,1,1,9
3,Jordan Ratinho,27,1,7,.143,0,3,.000,1,4,.250,0,0,,1,1,2,1,0,0,0,4,3
4,Nate Renfro,22,2,2,1.000,1,1,1.000,1,1,1.000,0,1,.000,0,2,2,1,1,1,1,3,5
5,Jamaree Bouyea,25,2,5,.400,1,2,.500,1,3,.333,2,2,1.000,0,2,2,1,0,1,1,3,7
6,Dzmitry Ryuny,19,4,8,.500,0,1,.000,4,7,.571,0,0,,0,3,3,0,0,0,1,1,12
7,Taavi Jurkatamm,8,2,2,1.000,2,2,1.000,0,0,,1,2,.500,1,0,1,0,0,0,0,1,5
8,Matt McCarthy,7,0,3,.000,0,3,.000,0,0,,0,0,,2,0,2,0,0,0,2,0,0
9,Remu Raitanen,0,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2
