,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Camren Wynter,37,9,18,.500,9,17,.529,0,1,.000,1,1,1.000,0,1,1,8,1,0,0,2,19
1,Alihan Demir,32,4,14,.286,3,12,.250,1,2,.500,5,6,.833,1,8,9,1,0,0,1,5,14
2,Trevor John,32,4,7,.571,1,1,1.000,3,6,.500,0,0,,0,1,1,1,0,0,1,1,11
3,James Butler,18,2,4,.500,2,4,.500,0,0,,0,0,,0,5,5,0,0,0,0,1,4
4,Kevin Doi,4,0,2,.000,0,0,,0,2,.000,1,3,.333,0,0,0,0,0,0,1,0,1
5,Matey Juric,28,1,4,.250,1,4,.250,0,0,,0,0,,0,0,0,5,1,1,3,4,2
6,Coletrane Washington,22,3,4,.750,0,0,,3,4,.750,0,0,,0,1,1,0,0,0,1,1,9
7,Tim Perry Jr.,21,2,3,.667,2,3,.667,0,0,,0,1,.000,1,6,7,1,0,0,1,3,4
8,Sam Green,3,1,2,.500,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,0,0,2
9,Tadas Kararinas,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Jesse Reid III,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Julian Adams,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
