,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Isaiah Tisdale,38,7,17,.412,5,13,.385,2,4,.500,1,3,.333,1,2,3,6,4,0,0,2,17
1,Jeromy Rodriguez,36,4,7,.571,4,7,.571,0,0,,1,2,.500,6,7,13,5,0,2,2,2,9
2,Patrick Good,33,5,14,.357,1,1,1.000,4,13,.308,0,0,,0,2,2,1,1,0,1,1,14
3,Mladen Armus,29,4,8,.500,4,8,.500,0,0,,0,2,.000,5,6,11,2,0,1,2,4,8
4,Tray Boyd III,9,0,3,.000,0,0,,0,3,.000,0,0,,0,2,2,0,0,0,3,1,0
5,Kevon Tucker,19,5,10,.500,1,1,1.000,4,9,.444,2,3,.667,1,2,3,3,1,0,3,5,16
6,Daivien Williamson,19,3,5,.600,3,5,.600,0,0,,3,4,.750,0,1,1,0,2,0,1,3,9
7,James Harrison Jr.,10,1,2,.500,1,2,.500,0,0,,1,2,.500,0,1,1,1,1,0,0,1,3
8,D'Andre Bernard,5,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,2,0
9,Carlos Curtis,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0
