,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kamar McKnight,33,5,11,.455,2,5,.400,3,6,.500,2,4,.500,1,2,3,1,0,0,1,3,15
1,Donte Fitzpatrick-Dorsey,31,2,8,.250,2,3,.667,0,5,.000,2,2,1.000,2,9,11,3,0,1,1,2,6
2,Armani Chaney,30,4,6,.667,1,2,.500,3,4,.750,2,2,1.000,0,4,4,2,0,0,2,4,13
3,Stokley Chaffee Jr.,28,2,4,.500,2,4,.500,0,0,,4,6,.667,3,6,9,2,1,0,3,2,8
4,Tripp Davis,23,1,6,.167,1,1,1.000,0,5,.000,2,3,.667,0,2,2,1,2,0,0,4,4
5,Michael Littlejohn,26,6,14,.429,1,6,.167,5,8,.625,4,4,1.000,2,3,5,2,0,0,0,1,21
6,Dave Morris,13,0,3,.000,0,1,.000,0,2,.000,0,1,.000,0,1,1,2,1,0,0,2,0
7,DaJion Henderson,11,3,4,.750,3,4,.750,0,0,,2,2,1.000,1,1,2,3,0,0,3,3,8
8,Emmanuel Egbuta,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,1,0
