,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,J.J. Culver,29,4,11,.364,4,10,.400,0,1,.000,3,4,.750,2,4,6,3,1,0,4,2,11
1,Spencer Lindsey,23,4,7,.571,4,6,.667,0,1,.000,0,0,,1,3,4,0,1,0,2,1,8
2,CJ Obinwa,23,3,6,.500,2,3,.667,1,3,.333,0,0,,1,0,1,2,1,0,4,2,7
3,Trevonta Robertson,22,3,9,.333,2,5,.400,1,4,.250,0,0,,0,0,0,1,0,1,2,2,7
4,Rokas Mazionis,20,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,2,1,0,2,2,0
5,Chris Doerue,23,0,1,.000,0,1,.000,0,0,,2,2,1.000,2,4,6,2,0,1,4,2,2
6,Tre Fillmore,19,5,12,.417,2,6,.333,3,6,.500,2,2,1.000,0,1,1,0,1,0,0,0,15
7,Josh Throns,17,3,4,.750,1,1,1.000,2,3,.667,1,1,1.000,0,0,0,1,0,1,1,2,9
8,Jeremy Betjol,15,2,5,.400,2,5,.400,0,0,,1,1,1.000,2,6,8,3,5,1,0,3,5
9,Dominick Cervantez,9,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,5,2
