,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tobias Howard,31,3,7,.429,0,1,.000,3,6,.500,1,2,.500,0,1,1,0,0,0,3,2,10
1,Brian Fobbs,31,4,12,.333,3,7,.429,1,5,.200,0,2,.000,2,4,6,0,0,0,1,0,9
2,Nicolas Timberlake,26,2,6,.333,2,4,.500,0,2,.000,2,5,.400,1,2,3,0,3,0,2,2,6
3,Alex Thomas,26,0,2,.000,0,1,.000,0,1,.000,3,4,.750,1,2,3,0,0,0,1,4,3
4,Nakye Sanders,24,0,2,.000,0,2,.000,0,0,,3,6,.500,0,3,3,0,0,0,4,3,3
5,Dennis Tunstall,15,3,4,.750,3,4,.750,0,0,,0,0,,5,1,6,0,0,0,1,4,6
6,Jakigh Dottin,15,1,3,.333,1,3,.333,0,0,,3,6,.500,0,2,2,0,0,0,2,0,5
7,Allen Betrand,15,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0
8,Solomon Uyaelunmo,12,0,0,,0,0,,0,0,,0,2,.000,1,3,4,0,0,0,0,1,0
9,Yagizhan Selcuk,4,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0
10,Quinton Drayton,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,Chris Caliguiran,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
