,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jason Burnell,38,2,9,.222,1,8,.125,1,1,1.000,4,5,.800,4,7,11,1,3,0,2,4,9
1,Ty Hudson,32,5,12,.417,3,4,.750,2,8,.250,2,2,1.000,1,6,7,3,1,0,5,3,14
2,Marlon Hunter,29,5,9,.556,5,9,.556,0,0,,0,0,,0,2,2,0,1,0,1,0,10
3,Jamall Gregory,27,6,13,.462,6,9,.667,0,4,.000,3,5,.600,1,2,3,3,5,1,5,4,15
4,Christian Cunningham,26,3,6,.500,3,6,.500,0,0,,0,0,,3,5,8,2,1,2,2,1,6
5,Detrick Mostella,16,1,9,.111,0,2,.000,1,7,.143,0,0,,0,1,1,0,0,0,2,4,3
6,Jacara Cross,15,6,7,.857,6,7,.857,0,0,,1,1,1.000,4,2,6,0,0,0,0,2,13
7,Maurice Dunlap,10,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,1,0,0,2,1,0
8,Derek St. Hilaire,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
9,De'Torrion Ware,3,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
