,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ike Nweke,25,4,8,.500,4,8,.500,0,0,,1,3,.333,4,4,8,0,0,0,1,3,9
1,Gabe Stefanini,25,2,5,.400,1,2,.500,1,3,.333,0,0,,0,4,4,0,1,0,3,2,5
2,Tai Bibbs,23,1,7,.143,1,3,.333,0,4,.000,0,0,,0,0,0,0,0,0,1,2,2
3,Rodney Hunter,21,4,8,.500,3,6,.500,1,2,.500,0,0,,1,3,4,4,0,0,1,2,9
4,Peter Barba,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3
5,Mike Smith,37,12,23,.522,11,19,.579,1,4,.250,6,7,.857,0,5,5,4,1,0,2,1,31
6,Randy Brumant,23,2,2,1.000,2,2,1.000,0,0,,0,1,.000,0,5,5,1,0,1,0,4,4
7,Quinton Adlesh,21,5,8,.625,3,3,1.000,2,5,.400,0,0,,0,5,5,5,0,0,3,2,12
8,Patrick Tape,9,3,4,.750,3,4,.750,0,0,,2,2,1.000,2,1,3,0,0,0,0,1,8
9,Jake Killingsworth,9,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,1,0,0,0,0,0
10,Maka Ellis,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
