,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,David Azore,35,5,15,.333,5,12,.417,0,3,.000,1,3,.333,0,1,1,6,1,0,2,3,11
1,Andres Ibarguen,32,3,3,1.000,3,3,1.000,0,0,,2,3,.667,2,6,8,0,0,4,3,2,8
2,Brian Warren,26,5,12,.417,2,6,.333,3,6,.500,2,4,.500,0,3,3,1,0,0,2,5,15
3,Tiandre Jackson-Young,25,4,8,.500,1,4,.250,3,4,.750,1,1,1.000,0,3,3,0,0,0,1,0,12
4,Pedro Castro,19,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,1,1,4,0,2
5,Radshad Davis,21,2,7,.286,2,6,.333,0,1,.000,0,0,,5,2,7,4,0,0,3,1,4
6,Patrick Mwamba,19,2,4,.500,0,2,.000,2,2,1.000,0,2,.000,1,5,6,0,2,0,1,1,6
7,DJ Bryant,14,1,3,.333,0,1,.000,1,2,.500,0,0,,0,1,1,0,1,0,0,3,3
8,Jabari Narcis,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
9,Ayoub Nouhi,4,0,1,.000,0,0,,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0
