,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,David-Lee Jones Jr.,36,4,6,.667,2,2,1.000,2,4,.500,2,2,1.000,0,2,2,2,2,0,2,1,12
1,Ike Smith,34,4,13,.308,1,1,1.000,3,12,.250,5,9,.556,0,6,6,2,0,1,2,0,16
2,Tookie Brown,29,6,7,.857,6,6,1.000,0,1,.000,9,12,.750,0,3,3,5,0,0,1,3,21
3,Montae Glenn,28,5,6,.833,5,6,.833,0,0,,0,0,,3,5,8,0,1,0,4,4,10
4,Isaiah Crawley,25,4,8,.500,4,5,.800,0,3,.000,0,0,,0,9,9,0,1,0,5,3,8
5,Calvin Wishart,27,4,6,.667,2,3,.667,2,3,.667,4,5,.800,0,2,2,3,0,0,2,1,14
6,Elijah McCadden,14,2,4,.500,2,3,.667,0,1,.000,1,3,.333,0,2,2,1,0,0,3,5,5
7,Trey Dawkins,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,0,0
8,Tyshaun Crawford,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2
