,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jalen Crutcher,38,4,13,.308,2,7,.286,2,6,.333,4,6,.667,0,4,4,6,1,0,3,1,14
1,Jordan Davis,35,6,13,.462,4,9,.444,2,4,.500,3,3,1.000,0,2,2,2,1,0,0,1,17
2,Ryan Mikesell,35,5,9,.556,5,6,.833,0,3,.000,1,1,1.000,3,5,8,2,1,2,1,2,11
3,Josh Cunningham,29,5,6,.833,5,6,.833,0,0,,3,7,.429,1,7,8,0,0,0,5,3,13
4,Trey Landers,27,3,7,.429,3,5,.600,0,2,.000,1,2,.500,1,1,2,4,0,0,1,5,7
5,Obi Toppin,17,3,6,.500,3,6,.500,0,0,,2,2,1.000,2,1,3,2,0,1,1,5,8
6,Dwayne Cohill,15,0,0,,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,1,3,1
7,Frankie Policelli,4,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
