,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Dontelius Ross,39,1,3,.333,0,0,,1,3,.333,5,6,.833,1,2,3,5,1,0,1,2,8
1,Chris Howell,38,6,16,.375,6,15,.400,0,1,.000,7,7,1.000,0,8,8,4,0,1,2,4,19
2,Venjie Wallis,32,2,6,.333,1,5,.200,1,1,1.000,10,11,.909,2,1,3,3,2,0,3,4,15
3,Jayveous McKinnis,22,9,9,1.000,9,9,1.000,0,0,,1,3,.333,3,6,9,1,1,4,0,2,19
4,Lemmie Howard,18,1,4,.250,1,3,.333,0,1,.000,0,0,,1,4,5,3,0,0,1,2,2
5,Jontrell Walker,22,4,13,.308,2,8,.250,2,5,.400,2,2,1.000,0,1,1,1,0,0,2,2,12
6,Khalil Spencer,13,2,2,1.000,2,2,1.000,0,0,,1,1,1.000,2,4,6,0,0,0,0,5,5
7,Jeremiah Bozeman,8,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
8,William Brown,6,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,2,2
9,Jesse Love,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0
10,Chris McIntosh,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0
