,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Harrison Cochran,29,6,8,.750,4,5,.800,2,3,.667,0,0,,1,1,2,0,0,0,1,0,14
1,Jalen Burnett,25,2,6,.333,1,2,.500,1,4,.250,3,4,.750,3,2,5,3,0,0,3,1,8
2,Timothy Henry,24,3,8,.375,3,7,.429,0,1,.000,0,0,,0,4,4,2,1,0,1,2,6
3,Bryson Davis,24,0,3,.000,0,1,.000,0,2,.000,2,2,1.000,0,0,0,2,0,0,2,2,2
4,Raymond Bullock III,19,2,3,.667,2,2,1.000,0,1,.000,2,4,.500,0,1,1,1,0,0,2,0,6
5,Montre' Cash,28,3,11,.273,2,5,.400,1,6,.167,0,0,,0,3,3,5,2,0,3,1,7
6,Isaiah Jones,22,4,6,.667,1,1,1.000,3,5,.600,1,2,.500,1,1,2,0,1,2,0,4,12
7,KeShawn Lewis,12,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0
8,Moriba Diaby,7,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,1,5,2
9,Louis-Patrick Mua,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0
10,Noah Smith,4,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,1,0
11,Khalil Chapman,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
