,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Josh Hopkins,36,6,15,.400,3,7,.429,3,8,.375,4,4,1.000,0,2,2,0,1,0,1,3,19
1,Jayden Martinez,28,4,8,.500,2,3,.667,2,5,.400,2,3,.667,2,8,10,2,0,0,2,2,12
2,Marque Maultsby,27,2,7,.286,2,6,.333,0,1,.000,1,2,.500,1,1,2,5,1,0,0,3,5
3,Jordan Reed,24,2,6,.333,2,3,.667,0,3,.000,2,2,1.000,0,1,1,0,1,0,2,3,6
4,David Watkins,21,6,10,.600,5,5,1.000,1,5,.200,0,0,,1,8,9,1,0,0,1,4,13
5,Nick Guadarrama,28,3,5,.600,3,4,.750,0,1,.000,2,3,.667,1,3,4,2,1,2,2,4,8
6,Mark Carbone,17,1,4,.250,0,2,.000,1,2,.500,0,0,,0,1,1,1,0,0,1,0,3
7,Elijah Jordan,14,1,5,.200,1,2,.500,0,3,.000,0,0,,0,1,1,2,0,0,0,0,2
8,David Hall,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
9,Kijana Love,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
