,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Drue Drinnon,27,1,6,.167,0,3,.000,1,3,.333,1,2,.500,2,1,3,1,0,1,0,1,4
1,Karim Ezzeddine,24,2,5,.400,2,4,.500,0,1,.000,2,3,.667,2,1,3,2,0,0,3,3,6
2,Vladimir Pinchuk,22,4,9,.444,4,9,.444,0,0,,1,2,.500,2,1,3,2,0,0,0,2,9
3,Keith McGee,21,3,9,.333,3,7,.429,0,2,.000,3,4,.750,1,3,4,0,1,0,1,1,9
4,Tavian Percy,8,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,1,0,1,1,2
5,Vance Jackson,25,4,5,.800,3,3,1.000,1,2,.500,3,4,.750,2,6,8,1,1,0,1,1,12
6,Makuach Maluach,24,4,11,.364,2,4,.500,2,7,.286,0,1,.000,0,0,0,1,0,0,1,3,10
7,Anthony Mathis,24,2,11,.182,2,3,.667,0,8,.000,0,0,,1,0,1,1,2,0,3,0,4
8,Dane Kuiper,15,1,5,.200,1,2,.500,0,3,.000,0,0,,0,2,2,0,0,0,0,3,2
9,Jordan Arroyo,10,1,2,.500,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,0,0,2
