,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Fletcher Magee,35,8,18,.444,2,5,.400,6,13,.462,2,2,1.000,0,4,4,2,0,0,1,1,24
1,Cameron Jackson,28,6,13,.462,6,13,.462,0,0,,4,4,1.000,2,11,13,2,0,3,1,3,16
2,Nathan Hoover,28,2,8,.250,1,6,.167,1,2,.500,2,2,1.000,0,1,1,0,1,0,0,0,7
3,Storm Murphy,25,0,4,.000,0,1,.000,0,3,.000,0,0,,0,1,1,3,1,0,0,1,0
4,Keve Aluma,23,6,8,.750,6,8,.750,0,0,,1,3,.333,3,2,5,1,0,0,2,4,13
5,Chevez Goodwin,17,3,5,.600,3,5,.600,0,0,,0,0,,4,2,6,0,1,1,2,2,6
6,Ryan Larson,15,0,0,,0,0,,0,0,,0,0,,1,3,4,4,0,0,0,0,0
7,Tray Hollowell,13,2,5,.400,0,2,.000,2,3,.667,0,0,,0,1,1,2,0,0,0,0,6
8,Matthew Pegram,12,4,7,.571,4,7,.571,0,0,,0,0,,3,4,7,1,0,0,1,3,8
9,Donovan Theme-Love,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
