,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jake Toolson,35,6,12,.500,4,6,.667,2,6,.333,7,8,.875,2,2,4,4,2,1,5,1,21
1,Conner Toolson,35,2,9,.222,1,3,.333,1,6,.167,1,3,.333,0,4,4,1,0,0,1,3,6
2,Isaiah White,23,5,9,.556,2,5,.400,3,4,.750,2,2,1.000,0,2,2,0,0,1,1,5,15
3,Baylee Steele,22,6,8,.750,5,7,.714,1,1,1.000,6,6,1.000,6,10,16,1,0,0,1,0,19
4,Ben Nakwaasah,16,1,5,.200,0,2,.000,1,3,.333,1,2,.500,1,4,5,5,0,0,2,1,4
5,Richard Harward,18,5,10,.500,5,10,.500,0,0,,5,6,.833,5,3,8,0,0,1,1,2,15
6,Wyatt Lowell,18,1,4,.250,0,1,.000,1,3,.333,0,0,,0,4,4,1,0,0,2,1,3
7,TJ Washington,17,1,2,.500,1,2,.500,0,0,,3,4,.750,0,2,2,3,0,0,3,5,5
8,Hayden Schenck,15,0,1,.000,0,0,,0,1,.000,4,6,.667,1,1,2,0,1,0,2,2,4
9,Drew Cotton,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
