,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ian Dubose,35,8,10,.800,5,6,.833,3,4,.750,4,5,.800,2,4,6,2,2,0,3,3,23
1,Edward Hardt,28,3,7,.429,3,7,.429,0,0,,1,1,1.000,1,3,4,1,1,0,3,2,7
2,Oliver Lynch-Daniels,24,2,2,1.000,1,1,1.000,1,1,1.000,4,4,1.000,1,3,4,5,2,0,3,2,9
3,Philip McKenzie,24,2,8,.250,2,7,.286,0,1,.000,0,0,,2,2,4,2,0,1,2,1,4
4,Braxton Bonds,23,3,12,.250,3,10,.300,0,2,.000,0,0,,0,5,5,5,2,0,0,4,6
5,Jackson Stent,15,2,2,1.000,1,1,1.000,1,1,1.000,2,4,.500,0,0,0,1,0,0,1,0,7
6,Qon Murphy,14,0,3,.000,0,1,.000,0,2,.000,1,2,.500,0,1,1,1,0,1,2,3,1
7,Jalon Gates,12,0,2,.000,0,0,,0,2,.000,3,4,.750,1,1,2,0,1,0,1,0,3
8,Benjamin Uloko,10,3,3,1.000,2,2,1.000,1,1,1.000,0,2,.000,0,1,1,0,0,0,1,3,7
9,Stephen O'Suji,9,2,3,.667,1,2,.500,1,1,1.000,3,4,.750,0,0,0,0,0,0,0,0,8
10,Ty Dalton,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
