,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Maurice Howard,40,9,15,.600,2,4,.500,7,11,.636,2,3,.667,0,4,4,4,0,0,7,2,27
1,Troymain Crosby,28,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,2,1,3,4,0,1,6,3,6
2,Reginal Johnson,21,3,7,.429,3,6,.500,0,1,.000,6,6,1.000,2,2,4,1,1,1,1,0,12
3,DeShaw Andrews,21,2,2,1.000,0,0,,2,2,1.000,0,0,,0,4,4,2,3,0,1,2,6
4,Devon Brewer,19,1,4,.250,1,4,.250,0,0,,0,0,,0,1,1,0,0,2,1,2,2
5,Khari Jabriel Allen,24,3,3,1.000,1,1,1.000,2,2,1.000,1,2,.500,0,3,3,3,0,0,2,1,9
6,Alonzo Campbell,21,3,4,.750,3,4,.750,0,0,,4,5,.800,0,5,5,0,2,1,0,4,10
7,Jael Scott,21,1,2,.500,1,2,.500,0,0,,0,1,.000,1,2,3,6,2,1,1,2,2
8,Kobe Wilson,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2
9,Harold Givens,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
