,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kai Toews,28,1,5,.200,1,4,.250,0,1,.000,0,0,,0,1,1,5,0,0,2,0,2
1,Jeantal Cylla,27,2,14,.143,2,11,.182,0,3,.000,3,3,1.000,4,1,5,2,0,0,4,3,7
2,Jay Estime',25,3,7,.429,2,3,.667,1,4,.250,1,2,.500,1,3,4,1,0,0,3,0,8
3,Jaylen Fornes,25,1,6,.167,1,4,.250,0,2,.000,0,0,,0,6,6,0,1,0,2,0,2
4,Devontae Cacok,21,5,9,.556,5,9,.556,0,0,,1,2,.500,1,4,5,0,0,0,1,4,11
5,Ty Taylor II,24,3,7,.429,2,5,.400,1,2,.500,0,0,,0,4,4,2,0,0,0,0,7
6,Jaylen Sims,20,0,1,.000,0,0,,0,1,.000,1,2,.500,1,2,3,1,0,0,3,1,1
7,Shawn O'Connell,14,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,1,1,0,3,4
8,Matt Elmore,12,4,5,.800,4,5,.800,0,0,,0,0,,1,1,2,0,0,0,0,1,8
9,Daniel Etoroma,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Trey Kalina,2,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
