,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bruce Brown,31,1,10,.100,1,7,.143,0,3,.000,1,2,.500,1,5,6,6,0,1,3,1,3
1,Anthony Lawrence Jr.,30,4,5,.800,3,3,1.000,1,2,.500,1,2,.500,0,7,7,2,1,2,2,1,10
2,Ja'Quan Newton,26,6,10,.600,5,7,.714,1,3,.333,1,1,1.000,0,3,3,1,1,0,4,1,14
3,Dewan Huell,22,6,8,.750,6,8,.750,0,0,,2,3,.667,3,7,10,1,1,1,1,2,14
4,Dejan Vasiljevic,20,5,10,.500,1,2,.500,4,8,.500,2,2,1.000,0,3,3,0,2,0,0,2,16
5,Lonnie Walker,24,3,7,.429,2,2,1.000,1,5,.200,1,1,1.000,0,2,2,1,1,1,0,0,8
6,Ebuka Izundu,19,5,6,.833,5,6,.833,0,0,,2,3,.667,3,1,4,2,1,2,2,2,12
7,Chris Lykes,17,3,5,.600,1,3,.333,2,2,1.000,0,0,,0,1,1,2,2,0,0,2,8
8,Rodney Miller,5,2,3,.667,2,3,.667,0,0,,0,2,.000,0,0,0,0,0,0,0,1,4
9,Mike Robinson,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Chris Stowell,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
