,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Malik Pope,30,8,14,.571,7,13,.538,1,1,1.000,0,0,,3,8,11,2,1,1,1,1,17
1,Trey Kell,30,3,8,.375,0,3,.000,3,5,.600,5,8,.625,1,4,5,7,0,0,2,1,14
2,Matt Mitchell,29,10,14,.714,3,3,1.000,7,11,.636,4,5,.800,1,5,6,3,3,0,2,2,31
3,Devin Watson,26,2,6,.333,1,4,.250,1,2,.500,5,6,.833,0,2,2,3,1,0,4,2,10
4,Kameron Rooks,16,2,3,.667,2,3,.667,0,0,,0,0,,3,2,5,0,0,1,1,0,4
5,Jeremy Hemsley,20,2,6,.333,2,4,.500,0,2,.000,1,1,1.000,1,4,5,4,2,1,3,0,5
6,Jordan Schakel,20,1,3,.333,0,1,.000,1,2,.500,1,2,.500,0,1,1,1,0,0,0,1,4
7,Nolan Narain,11,3,3,1.000,3,3,1.000,0,0,,1,2,.500,0,1,1,0,0,0,0,2,7
8,Jalen McDaniels,10,1,3,.333,1,1,1.000,0,2,.000,0,2,.000,0,2,2,0,0,1,0,0,2
9,Montaque Gill-Caesar,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
10,Michael Sohikish,3,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
