,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Axel Mpoyo,25,4,10,.400,4,8,.500,0,2,.000,3,4,.750,8,0,8,0,0,0,2,2,11
1,Travon Bunch,19,2,5,.400,2,5,.400,0,0,,2,4,.500,2,6,8,0,0,3,1,3,6
2,Zavier Peart,18,2,3,.667,2,3,.667,0,0,,2,2,1.000,0,1,1,0,0,1,1,2,6
3,Devante Jackson,17,3,10,.300,3,7,.429,0,3,.000,2,2,1.000,1,2,3,1,0,0,2,1,8
4,Nigel Ribeiro,14,2,4,.500,2,3,.667,0,1,.000,1,2,.500,0,3,3,1,1,0,1,1,5
5,Dallas Polk-Hilliard,31,5,12,.417,4,10,.400,1,2,.500,0,0,,1,4,5,0,2,0,1,3,11
6,Ivy Smith Jr.,30,0,8,.000,0,7,.000,0,1,.000,8,12,.667,2,2,4,5,1,0,2,2,8
7,Lasani Johnson,26,3,8,.375,2,5,.400,1,3,.333,0,0,,0,4,4,1,1,0,2,0,7
8,Prince Moss,14,2,3,.667,0,1,.000,2,2,1.000,1,2,.500,0,2,2,0,0,0,0,2,7
9,Anthony Gaston,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
