,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Charles Brown III,30,5,10,.500,3,8,.375,2,2,1.000,1,2,.500,0,4,4,1,0,0,4,1,13
1,Shawn Johnson,29,3,5,.600,2,2,1.000,1,3,.333,1,1,1.000,0,7,7,1,1,0,1,1,8
2,Simi Socks,27,4,6,.667,4,6,.667,0,0,,3,5,.600,2,3,5,1,3,0,2,2,11
3,Keaton Hervey,25,0,5,.000,0,2,.000,0,3,.000,4,4,1.000,0,3,3,0,1,0,3,2,4
4,Jalin Hart,23,2,3,.667,1,2,.500,1,1,1.000,2,2,1.000,0,1,1,0,1,0,2,3,7
5,Sam Burmeister,17,3,3,1.000,2,2,1.000,1,1,1.000,0,0,,0,2,2,0,1,0,2,1,7
6,Cody Graham,17,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,1,1,0,3,1,2
7,Konstantin Kulikov,11,2,7,.286,2,7,.286,0,0,,0,0,,0,0,0,1,0,0,2,2,4
8,Christian Peevy,10,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,1,2,2
9,Augustine Ene,7,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,1,0
10,Jorden Kite,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
11,Devin Wyatt,1,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2
12,Myles Thornton,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
