,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Caleb Green,33,3,8,.375,2,5,.400,1,3,.333,0,0,,0,1,1,2,3,0,3,0,7
1,Jehyve Floyd,32,4,7,.571,4,7,.571,0,0,,1,3,.333,4,6,10,2,0,1,1,2,9
2,Matt Zignorski,23,1,4,.250,0,1,.000,1,3,.333,0,0,,0,3,3,3,0,0,0,1,3
3,Karl Charles,22,3,6,.500,2,2,1.000,1,4,.250,1,1,1.000,1,1,2,3,2,0,2,1,8
4,Connor Niego,20,1,5,.200,0,0,,1,5,.200,0,0,,0,1,1,0,1,0,2,1,3
5,Jacob Grandison,22,5,8,.625,2,2,1.000,3,6,.500,1,1,1.000,0,2,2,0,1,0,3,2,14
6,Austin Butler,21,4,8,.500,0,1,.000,4,7,.571,0,0,,0,2,2,2,0,1,0,2,12
7,Patrick Benzan,17,3,7,.429,2,6,.333,1,1,1.000,1,1,1.000,1,1,2,1,0,0,0,2,8
8,Matt Faw,8,2,4,.500,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4
9,Kyle Copeland,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Will Powers,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
