,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ryan Taylor,40,10,23,.435,7,16,.438,3,7,.429,4,5,.800,0,4,4,1,2,0,4,1,27
1,Blake Simmons,39,1,6,.167,1,2,.500,0,4,.000,4,4,1.000,2,6,8,3,0,0,1,3,6
2,Noah Frederking,35,2,5,.400,2,3,.667,0,2,.000,2,2,1.000,0,0,0,1,0,0,1,1,6
3,K.J. Riley,22,3,5,.600,3,5,.600,0,0,,1,2,.500,1,2,3,3,2,0,2,2,7
4,Dainius Chatkevicius,20,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,0,0,1,1,5,4
5,Duane Gibson,19,0,1,.000,0,1,.000,0,0,,4,4,1.000,0,0,0,3,2,0,1,2,4
6,Evan Kuhlman,15,2,3,.667,0,1,.000,2,2,1.000,0,0,,0,0,0,1,0,0,0,1,6
7,John Hall,10,3,7,.429,3,7,.429,0,0,,0,0,,0,3,3,0,1,0,1,1,6
