,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Seth Dugan,35,12,18,.667,12,17,.706,0,1,.000,8,11,.727,9,13,22,6,0,1,3,3,32
1,Josh Davis,29,6,10,.600,4,5,.800,2,5,.400,1,3,.333,1,9,10,4,0,1,5,2,15
2,Michael Flowers,27,0,5,.000,0,2,.000,0,3,.000,1,2,.500,0,2,2,2,1,0,4,3,1
3,Jared Printy,26,3,6,.500,0,0,,3,6,.500,0,0,,0,0,0,0,0,2,0,2,9
4,Kawanise Wilkins,23,4,9,.444,4,8,.500,0,1,.000,3,3,1.000,5,4,9,3,0,0,1,4,11
5,Patrick Emilien,22,2,5,.400,1,3,.333,1,2,.500,6,9,.667,2,2,4,2,2,1,0,0,11
6,Adrian Martin,17,0,5,.000,0,3,.000,0,2,.000,0,0,,2,0,2,1,0,0,0,4,0
7,William Boyer-Richard,13,2,4,.500,0,0,,2,4,.500,0,0,,2,0,2,2,0,0,2,3,6
8,TJ Clifford,5,1,3,.333,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,0,0,2
9,DJ Houston,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2
