,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tyler Hall,35,10,21,.476,5,9,.556,5,12,.417,3,5,.600,1,2,3,3,1,0,2,1,28
1,Harald Frey,35,4,17,.235,2,10,.200,2,7,.286,5,8,.625,1,4,5,5,2,0,2,3,15
2,Keljin Blevins,30,8,13,.615,7,10,.700,1,3,.333,2,3,.667,0,5,5,1,1,2,1,2,19
3,Lassi Nikkarinen,22,1,4,.250,1,2,.500,0,2,.000,0,0,,3,0,3,5,3,0,0,2,2
4,Devin Kirby,14,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,2,0,1,1,4,2
5,Sam Neumann,26,3,3,1.000,3,3,1.000,0,0,,2,3,.667,1,2,3,2,1,0,0,5,8
6,Ladan Ricketts,18,2,6,.333,1,2,.500,1,4,.250,1,2,.500,1,0,1,0,0,0,0,1,6
7,Quentin Guliford,7,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,0,0
8,Zeke Quinlan,6,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,2,2
9,Usman Haruna,5,0,1,.000,0,1,.000,0,0,,2,4,.500,2,0,2,0,0,0,0,1,2
10,Russell Daniels,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0
