,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jashawn Talton,21,2,5,.400,2,3,.667,0,2,.000,1,1,1.000,1,3,4,2,0,0,0,2,5
1,Emmanuel Toney,20,2,5,.400,2,3,.667,0,2,.000,0,0,,1,3,4,0,2,0,0,1,4
2,Myles Smith,19,2,7,.286,1,2,.500,1,5,.200,4,5,.800,1,0,1,4,2,0,2,1,9
3,Kareem South,18,5,8,.625,4,6,.667,1,2,.500,2,3,.667,1,3,4,1,2,0,0,2,13
4,Elijah Schmidt,12,2,3,.667,2,3,.667,0,0,,0,2,.000,0,1,1,0,0,1,2,4,4
5,Tre Gray,19,5,9,.556,3,4,.750,2,5,.400,3,4,.750,0,1,1,0,1,0,2,1,15
6,Irshaad Hunte,19,5,8,.625,5,8,.625,0,0,,4,5,.800,3,7,10,0,0,3,3,0,14
7,Tony Lewis,16,2,7,.286,2,5,.400,0,2,.000,1,1,1.000,1,6,7,1,0,0,4,2,5
8,Kyle Brown,16,0,1,.000,0,1,.000,0,0,,0,1,.000,1,1,2,1,2,0,0,1,0
9,Jake Babic,15,1,4,.250,1,2,.500,0,2,.000,2,2,1.000,1,5,6,1,1,2,0,1,4
10,Jalon Clark,13,2,7,.286,2,7,.286,0,0,,1,3,.333,3,2,5,0,2,0,0,1,5
11,Peyton Smith,11,1,3,.333,0,0,,1,3,.333,0,2,.000,0,0,0,1,1,0,0,0,3
