,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Javon Freeman,34,4,10,.400,3,8,.375,1,2,.500,0,1,.000,0,4,4,2,1,0,4,2,9
1,Markus Golder,29,1,6,.167,1,4,.250,0,2,.000,3,4,.750,1,5,6,0,1,0,0,0,5
2,Jaume Sorolla,26,4,6,.667,3,5,.600,1,1,1.000,0,0,,3,0,3,0,0,3,3,3,9
3,John Kiser,23,0,4,.000,0,3,.000,0,1,.000,0,0,,1,2,3,0,2,0,0,2,0
4,Deion Lavender,22,2,4,.500,2,4,.500,0,0,,0,0,,0,3,3,2,0,0,1,1,4
5,Bakari Evelyn,29,3,9,.333,3,7,.429,0,2,.000,0,0,,0,2,2,1,0,0,0,1,6
6,Daniel Sackey,19,4,12,.333,3,7,.429,1,5,.200,2,2,1.000,0,1,1,1,0,0,1,1,11
7,Mileek McMillan,10,1,3,.333,0,1,.000,1,2,.500,2,2,1.000,1,1,2,0,0,2,0,5,5
8,Derrik Smits,8,2,4,.500,2,4,.500,0,0,,1,1,1.000,2,2,4,0,0,1,1,2,5
