,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Quatarrius Wilson,32,7,11,.636,7,11,.636,0,0,,1,1,1.000,5,3,8,1,1,1,3,3,15
1,Jarren Greenwood,26,2,5,.400,1,1,1.000,1,4,.250,4,4,1.000,0,4,4,0,0,0,1,4,9
2,Kalob Ledoux,26,2,15,.133,1,9,.111,1,6,.167,0,0,,0,5,5,1,1,0,2,2,5
3,James Harvey,26,1,8,.125,0,1,.000,1,7,.143,0,0,,0,1,1,1,0,0,0,0,3
4,Stephen Ugochukwu,19,1,5,.200,1,4,.250,0,1,.000,0,0,,1,1,2,1,2,1,0,2,2
5,Jacob Ledoux,14,0,3,.000,0,2,.000,0,1,.000,1,2,.500,1,3,4,0,0,0,5,1,1
6,Richard Laku,12,2,3,.667,2,2,1.000,0,1,.000,0,0,,1,0,1,0,1,1,0,1,4
7,Demarco Owens,11,2,5,.400,2,5,.400,0,0,,3,4,.750,2,2,4,2,0,0,1,1,7
8,LaBarrius Hill,10,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,1,0
9,Kelvin Henry Jr.,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0
10,Adrian Brown,5,2,3,.667,2,3,.667,0,0,,0,1,.000,0,0,0,0,0,0,0,0,4
11,Myles Hutchinson,5,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,1,0,0,1,0
12,Jacob Bonnington,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,Fred Haywood,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
