,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kyle Guy,33,8,15,.533,4,7,.571,4,8,.500,0,1,.000,1,5,6,4,0,0,1,4,20
1,Ty Jerome,31,7,9,.778,3,4,.750,4,5,.800,2,3,.667,0,6,6,7,4,0,2,1,20
2,Jack Salt,21,1,5,.200,1,5,.200,0,0,,2,2,1.000,0,3,3,1,0,0,1,2,4
3,De'Andre Hunter,20,5,7,.714,5,7,.714,0,0,,0,0,,1,3,4,0,0,0,1,2,10
4,Braxton Key,17,2,5,.400,2,3,.667,0,2,.000,1,3,.333,1,2,3,1,3,0,1,3,5
5,Kihei Clark,25,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,2,2,3,0,0,1,1,2
6,Mamadi Diakite,17,5,8,.625,5,7,.714,0,1,.000,0,0,,2,1,3,0,0,2,2,3,10
7,Jay Huff,16,1,2,.500,1,1,1.000,0,1,.000,1,2,.500,0,3,3,1,0,1,0,3,3
8,Marco Anthony,12,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
9,Kody Stattmann,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0
10,Austin Katstra,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0
11,Jayden Nixon,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,Grant Kersey,1,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2
