,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tamenang Choh,34,1,6,.167,1,5,.200,0,1,.000,8,14,.571,4,5,9,7,0,0,4,2,10
1,Obi Okolie,32,3,4,.750,0,0,,3,4,.750,2,2,1.000,0,1,1,2,0,0,1,1,11
2,Desmond Cambridge,30,10,18,.556,8,11,.727,2,7,.286,3,5,.600,1,3,4,0,1,2,1,2,25
3,Brandon Anderson,29,3,4,.750,1,1,1.000,2,3,.667,2,4,.500,0,4,4,3,2,0,3,1,10
4,Matt DeWolf,16,3,3,1.000,3,3,1.000,0,0,,0,0,,2,2,4,2,2,1,1,1,6
5,Zach Hunsaker,20,1,6,.167,0,2,.000,1,4,.250,0,0,,0,0,0,1,0,0,1,1,3
6,Joshua Howard,16,3,6,.500,3,3,1.000,0,3,.000,4,6,.667,2,2,4,2,0,1,0,1,10
7,David Mitchell,10,1,4,.250,1,3,.333,0,1,.000,0,0,,2,1,3,0,1,0,0,3,2
8,Chris Sullivan,7,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0
9,George Mawanda-Kalema,6,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,1,1,0,1,0,0,0,5
