,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alexandre Doche,35,1,4,.250,1,2,.500,0,2,.000,1,2,.500,0,5,5,1,1,0,0,3,3
1,Courtney Julien,34,4,14,.286,3,11,.273,1,3,.333,6,8,.750,3,9,12,1,1,0,1,1,15
2,Isaiah Wilson,20,0,1,.000,0,0,,0,1,.000,1,4,.250,0,0,0,0,0,2,0,2,1
3,Jacob Watts-Jenkins,17,0,0,,0,0,,0,0,,0,2,.000,1,1,2,0,0,0,2,0,0
4,Jalen Norwood,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2
5,Christian Wilson,36,8,17,.471,5,8,.625,3,9,.333,7,7,1.000,0,6,6,5,0,0,3,1,26
6,John Coakley Jr.,15,3,4,.750,0,0,,3,4,.750,0,0,,0,3,3,0,1,0,0,0,9
7,Keith Broome,15,1,6,.167,1,3,.333,0,3,.000,0,0,,0,0,0,0,0,1,1,1,2
8,Dominique Eillott,8,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,1,2
9,Jeremy Soloman,7,1,3,.333,0,1,.000,1,2,.500,0,1,.000,0,1,1,0,0,0,0,0,3
10,Derrick Cook,5,0,2,.000,0,0,,0,2,.000,0,0,,1,1,2,0,0,0,0,1,0
11,James Jenkins,4,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
12,Joseph Williams,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0
