,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nicolas Claxton,33,3,6,.500,3,5,.600,0,1,.000,3,4,.750,2,8,10,0,1,1,2,3,9
1,William Jackson II,28,1,8,.125,0,3,.000,1,5,.200,0,0,,0,0,0,1,1,0,1,2,3
2,Jordan Harris,26,3,7,.429,2,3,.667,1,4,.250,0,0,,0,3,3,0,1,1,1,2,7
3,Derek Ogbeide,16,1,6,.167,1,6,.167,0,0,,3,4,.750,0,2,2,0,1,2,1,3,5
4,Christian Harrison,15,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,0,1,2,0
5,Tyree Crump,24,3,9,.333,3,5,.600,0,4,.000,0,3,.000,2,2,4,0,1,0,3,1,6
6,E'Torrion Wilridge,18,1,4,.250,1,3,.333,0,1,.000,0,0,,0,1,1,3,0,0,1,1,2
7,Tye Fagan,11,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,0,0
8,JoJo Toppin,10,1,4,.250,0,2,.000,1,2,.500,3,4,.750,1,0,1,0,0,0,0,0,6
9,Amanze Ngumezi,6,0,3,.000,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
10,TeShaun Hightower,5,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
11,Connor O'Neill,3,0,0,,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1
12,Mike Edwards,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0
13,Ignas Sargiunas,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
