,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Adam Pohlman,34,2,6,.333,1,2,.500,1,4,.250,0,0,,0,1,1,9,1,0,0,3,5
1,Chandler Diekvoss,31,4,10,.400,4,7,.571,0,3,.000,3,4,.750,0,9,9,0,1,0,0,1,11
2,Diego Womack,27,4,9,.444,4,9,.444,0,0,,3,4,.750,3,5,8,2,3,0,2,3,11
3,Brad Newman,25,2,12,.167,2,7,.286,0,5,.000,1,2,.500,0,0,0,0,3,0,3,1,5
4,Drew Moore,16,0,4,.000,0,2,.000,0,2,.000,2,2,1.000,0,3,3,0,0,0,1,2,2
5,Chris King,21,5,11,.455,1,4,.250,4,7,.571,0,0,,0,1,1,1,0,0,1,2,14
6,Luka Radosevic,19,2,3,.667,0,0,,2,3,.667,1,2,.500,2,2,4,0,0,0,0,3,7
7,Nicklas Jonsson,13,2,5,.400,0,0,,2,5,.400,1,2,.500,0,2,2,0,0,0,1,0,7
8,Dominique Dobbs,12,0,0,,0,0,,0,0,,0,2,.000,0,2,2,1,1,0,0,0,0
9,Brenon Larson-Gulsvig,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,TJ Crockett,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
